finish_position,season,round,grid_position_zero_flag,compound_ordinal,circuito_albert_park,circuito_americas,circuito_bahrain,circuito_bahrain_outer,circuito_baku,circuito_catalunya,circuito_hockenheim,circuito_hungaroring,circuito_imola,circuito_interlagos,circuito_istanbul,circuito_jeddah,circuito_las_vegas,circuito_losail,circuito_marina_bay,circuito_miami,circuito_monaco,circuito_monza,circuito_mugello,circuito_nurburgring,circuito_portimao,circuito_red_bull_ring,circuito_ricard,circuito_rodriguez,circuito_shanghai,circuito_silverstone,circuito_sochi,circuito_spa,circuito_suzuka,circuito_villeneuve,circuito_yas_marina,circuito_zandvoort,constructor_alfa,constructor_alphatauri,constructor_alpine,constructor_aston_martin,constructor_ferrari,constructor_force_india,constructor_haas,constructor_mclaren,constructor_mercedes,constructor_racing_point,constructor_rb,constructor_red_bull,constructor_renault,constructor_sauber,constructor_toro_rosso,constructor_williams,wet_compound_flag,corrida_chuva_flag,outlier_flag,status_falha_mecanica_flag,outlier_legitimo_flag,outlier_revisao_flag,outlier_espurio_flag,fastf1_laps_count_zscore,fastf1_avg_lap_time_zscore,fastf1_best_lap_time_zscore,fastf1_avg_sector1_zscore,fastf1_avg_sector2_zscore,fastf1_avg_sector3_zscore,fastf1_max_tyre_life_zscore,fastf1_stints_count_zscore,fastf1_pit_in_count_zscore,fastf1_pit_out_count_zscore,grid_position_minmax,laps_minmax,grid_penalty,altitude_m,corners,track_complexity,weather_impact_factor,safety_car_flag,tire_compound_start,season_factor,avg_pit_stops_circuit,avg_pit_stops_circuit_cold_start_flag,outlier_reclassificado_pos_contexto_flag,outlier_reclassificado_nao_feature_flag,incident_rate_hist,incident_rate_hist_norm,race_order,driver_coef_rapm,constructor_coef_rapm,recent_form_5,recent_form_3,recent_form_cold_start_flag,driver_experience,driver_wins_total,constructor_wins_total,driver_dnf_rate,constructor_dnf_rate,driver_constructor_synergy
6,2021,6,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6806036349876567,1.0953339938050193,0.9935283167655944,1.900047419743204,1.1928671079012758,0.0999489613204196,-0.6330433738112806,2.2487904581860505,1.654277643751206,1.5849899966989258,0.35,0.5813953488372092,-1,0,20,0.5876385567609566,0.2507742493268592,1,3,2021,1.9110576923076923,0,0,0,1.0,0.999999999,65,-0.5065619236028829,-0.4398913057355531,12.533333333333331,13.5,0,17,0.0,0.0,0.0769230769230769,0.1,-12.0
7,2021,6,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6806036349876567,0.9299052216779116,0.9526595693688578,1.966332554456332,1.1376834711069863,0.108856055255022,0.5435409233166074,1.2177373943419831,0.8092266879066312,0.7604815977566157,0.3,0.5813953488372092,-1,0,20,0.5876385567609566,0.2507742493268592,1,3,2021,1.9110576923076923,0,0,0,1.0,0.999999999,65,-0.9188802625148824,-0.0235023783309159,13.857142857142858,15.0,0,4,0.0,1.0,0.0,0.0909090909090909,-13.0
8,2021,6,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6806036349876567,0.9759291067110684,0.9980626595424592,1.8952427644978185,1.1917312364966473,0.1112293181928386,0.4454922318892834,1.2177373943419831,0.8092266879066312,0.7604815977566157,0.2,0.5813953488372092,0,0,20,0.5876385567609566,0.2507742493268592,1,3,2021,1.9110576923076923,0,0,0,1.0,0.999999999,65,0.6975540217989473,3.2385247012914378,5.933333333333334,5.166666666666667,0,55,0.0,9.0,0.0625,0.0703125,-6.6
9,2021,6,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6806036349876567,1.0241262692559716,0.9988382708069222,1.9175679233160192,1.1905953650920196,0.0923582657684622,0.3474435404619594,1.2177373943419831,0.8092266879066312,0.7604815977566157,0.6,0.5813953488372092,0,0,20,0.5876385567609566,0.2507742493268592,1,3,2021,1.9110576923076923,0,0,0,1.0,0.999999999,65,1.2445645333729445,0.9381986612173898,8.666666666666666,9.5,0,49,2.0,0.0,0.0625,0.1171875,-8.0
10,2021,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6806036349876567,1.1019115606064342,0.9921560814515435,1.8688341110034536,1.1980770965753982,0.1204895921813211,0.1513461576073114,1.2177373943419831,0.8092266879066312,0.7604815977566157,0.65,0.5813953488372092,0,0,20,0.5876385567609566,0.2507742493268592,1,2,2021,1.9110576923076923,0,0,0,1.0,0.999999999,65,0.6003270466391964,-2.3131424123894337,11.733333333333333,11.666666666666666,0,56,1.0,0.0,0.03125,0.0348837209302325,-11.846153846153848
11,2021,6,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6806036349876567,1.0980305593064406,0.9906048589226168,1.89420108812005,1.2016982733880883,0.0907502262807201,-0.1427999166746605,2.2487904581860505,1.654277643751206,1.5849899966989258,0.95,0.5813953488372092,0,0,20,0.5876385567609566,0.2507742493268592,1,3,2021,1.9110576923076923,0,0,0,1.0,0.999999999,65,-0.98839905671525,-2.3131424123894337,12.4,12.0,0,38,0.0,0.0,0.0930232558139534,0.0348837209302325,-13.473684210526317
12,2021,6,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6806036349876567,0.9490640689197498,0.9959744753689036,1.8910698952211968,1.1350690894029432,0.1373940738511366,0.2493948490346354,1.2177373943419831,0.8092266879066312,0.7604815977566157,0.45,0.5813953488372092,0,0,20,0.5876385567609566,0.2507742493268592,1,3,2021,1.9110576923076923,0,0,0,1.0,0.999999999,65,1.5682369413280148,4.146395620733433,3.2,3.0,0,57,6.0,42.0,0.03125,0.046875,-3.56140350877193
13,2021,6,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6806036349876567,1.1084568113200126,1.1128531266830737,1.7904292154561905,1.121997180882735,0.1121015659016637,-0.7310920652386046,3.2798435220301183,2.499328599595781,2.409498395641236,0.8,0.5813953488372092,0,0,20,0.5876385567609566,0.2507742493268592,1,3,2021,1.9110576923076923,0,0,0,1.0,0.999999999,65,-1.346462699042014,-3.1989694180044244,17.4,17.833333333333332,0,5,0.0,0.0,0.0,0.078125,-17.0
14,2021,6,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6806036349876567,1.2099787517351444,1.1201916024929988,2.038809769516374,1.207159374128937,0.2522150498527926,-0.8291407566659286,4.310896585874185,3.344379555440356,3.2340067945835465,0.85,0.5813953488372092,0,0,20,0.5876385567609566,0.2507742493268592,1,3,2021,1.9110576923076923,0,0,0,1.0,0.999999999,65,-1.4404908467625377,-3.1989694180044244,18.0,18.0,0,4,0.0,0.0,0.2,0.078125,-18.0
15,2021,6,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6806036349876567,0.8849269900669312,0.9425169605258727,1.9237779171065608,1.1470731849291318,0.1734478710180822,0.3474435404619594,1.2177373943419831,0.8092266879066312,0.7604815977566157,0.05,0.5813953488372092,0,0,20,0.5876385567609566,0.2507742493268592,1,3,2021,1.9110576923076923,0,0,0,1.0,0.999999999,65,2.7519871132246934,4.146395620733433,3.1333333333333333,4.0,0,62,36.0,42.0,0.0,0.046875,-2.1129032258064515
16,2021,6,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.6806036349876567,1.0953853193562906,1.0522361232449948,1.810873141664148,1.1684294448095454,0.1239598537713416,0.5435409233166074,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.75,0.5813953488372092,0,0,20,0.5876385567609566,0.2507742493268592,1,2,2021,1.9110576923076923,0,0,0,1.0,0.999999999,65,-1.0757219696963618,-3.996921492541241,16.066666666666666,15.833333333333334,0,17,0.0,0.0,0.1363636363636363,0.0703125,-15.588235294117649
1,2021,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.5892678430529031,0.3045355005112165,0.4434409430460158,-0.5806713288029556,-0.8575137061121645,2.103235296542377,-0.9271894480932524,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.0,0.6046511627906976,0,406,15,0.4092572104481227,0.2481192189443284,0,2,2021,1.1456140350877193,0,0,0,1.0,0.999999999,66,2.7895289123095326,3.1286425049048283,1.5333333333333334,1.5,0,53,9.0,12.0,0.0769230769230769,0.123076923076923,-3.0754716981132075
2,2021,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5892678430529031,0.3078525166897645,0.5034613224345078,-0.5753452426989215,-0.8306898363260611,2.0783127795327103,0.0532974661799874,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.05,0.6046511627906976,0,406,15,0.4092572104481227,0.2481192189443284,0,2,2021,1.1456140350877193,0,0,0,1.0,0.999999999,66,2.60877569710463,3.941676317441861,7.333333333333333,10.0,0,63,36.0,42.0,0.0,0.0461538461538461,-2.3174603174603177
3,2021,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.5892678430529031,0.314599629143857,0.4606833780790916,-0.5584841435058874,-0.8339620864792912,2.0771181464859665,-0.4369459909566326,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.15,0.6046511627906976,0,406,15,0.4092572104481227,0.2481192189443284,0,2,2021,1.1456140350877193,0,0,0,1.0,0.999999999,66,0.8121763389572214,3.1286425049048283,3.6666666666666665,2.6666666666666665,0,57,2.0,12.0,0.0158730158730158,0.123076923076923,-5.0
4,2021,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5892678430529031,0.3212325192777521,0.4766132402030748,-0.5522142308021736,-0.8367736471699536,2.090719970593617,0.2493948490346354,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.1,0.6046511627906976,0,406,15,0.4092572104481227,0.2481192189443284,0,2,2021,1.1456140350877193,0,0,0,1.0,0.999999999,66,1.4963974700705178,3.941676317441861,5.933333333333334,7.5,0,58,6.0,42.0,0.0307692307692307,0.0461538461538461,-3.706896551724138
5,2021,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5892678430529031,0.3776743365803617,0.504356258508889,-0.5434990811848306,-0.7886767639653397,2.1479876922719208,-0.4369459909566326,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.35,0.6046511627906976,0,406,15,0.4092572104481227,0.2481192189443284,0,2,2021,1.1456140350877193,0,0,0,1.0,0.999999999,66,1.0286662843475198,0.8823241777214856,4.933333333333334,4.833333333333333,0,37,0.0,0.0,0.0454545454545454,0.1153846153846153,-7.675675675675675
6,2021,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5892678430529031,0.3911811259437693,0.5579927605667958,-0.5346561519662996,-0.7832907621603346,2.1659561061366386,0.3474435404619594,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.45,0.6046511627906976,0,406,15,0.4092572104481227,0.2481192189443284,0,2,2021,1.1456140350877193,0,0,0,1.0,0.999999999,66,1.1621617541348503,0.8823241777214856,9.0,9.5,0,50,2.0,0.0,0.0615384615384615,0.1153846153846153,-8.166666666666666
7,2021,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5892678430529031,0.3920252288900308,0.5448073690709142,-0.5217475081645369,-0.7949480121886101,2.1715456499825048,0.2493948490346354,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.25,0.6046511627906976,0,406,15,0.4092572104481227,0.2481192189443284,0,2,2021,1.1456140350877193,0,0,0,1.0,0.999999999,66,0.5333462589859828,0.1639149063191831,6.4,5.166666666666667,0,53,1.0,1.0,0.0615384615384615,0.0869565217391304,-8.0
8,2021,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5892678430529031,0.3932805321890064,0.5175416500047706,-0.5272420310155901,-0.7909079462644363,2.173770139104029,0.1513461576073114,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.4,0.6046511627906976,0,406,15,0.4092572104481227,0.2481192189443284,0,2,2021,1.1456140350877193,0,0,0,1.0,0.999999999,66,-0.3392919400025228,-0.2652576611613149,10.6,10.166666666666666,0,18,0.0,0.0,0.074074074074074,0.1666666666666666,-10.8
9,2021,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5892678430529031,0.3955318541201074,0.4872331482857311,-0.5228510592656992,-0.8093626241472467,2.192178816440713,0.3474435404619594,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.55,0.6046511627906976,0,406,15,0.4092572104481227,0.2481192189443284,0,1,2021,1.1456140350877193,0,0,0,1.0,0.999999999,66,0.2252874717048512,-0.0952544109828187,7.333333333333333,4.833333333333333,0,58,6.0,0.0,0.0461538461538461,0.0833333333333333,-9.6
10,2021,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5892678430529031,0.4095583550404151,0.5284002077072614,-0.4947685878229446,-0.8037214365124868,2.190010969403302,0.0532974661799874,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.9,0.6046511627906976,0,406,15,0.4092572104481227,0.2481192189443284,0,1,2021,1.1456140350877193,0,0,0,1.0,0.999999999,66,-0.259711183691185,-0.0952544109828187,10.133333333333333,10.0,0,52,0.0,0.0,0.09375,0.0833333333333333,-10.2
11,2021,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5892678430529031,0.4180005267262455,0.5942078403767508,-0.5144292219147178,-0.7694181378047166,2.196241598655719,0.2493948490346354,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.2,0.6046511627906976,0,406,15,0.4092572104481227,0.2481192189443284,0,2,2021,1.1456140350877193,0,0,0,1.0,0.999999999,66,0.6467827578253403,3.0590777185585907,6.4,5.833333333333333,0,56,0.0,9.0,0.0615384615384615,0.0692307692307692,-6.833333333333333
12,2021,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.6349357390202799,0.4291337543101066,0.5573961365172082,-0.4908307667264616,-0.7910879139428753,2.2165011452129524,0.1513461576073114,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.65,0.5930232558139534,0,406,15,0.4092572104481227,0.2481192189443284,0,2,2021,1.1456140350877193,0,0,0,1.0,0.999999999,66,-1.060965174274845,-4.052682706820458,14.466666666666669,14.333333333333334,0,36,0.0,0.0,0.0909090909090909,0.0769230769230769,-15.257142857142858
13,2021,7,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6349357390202799,0.4341653793098114,0.5971312982197293,-0.4896108245803656,-0.7751992086181096,2.2049417534582227,0.3474435404619594,-0.8443687333461517,-0.8808752237825185,-0.0640268011856944,1.0,0.5930232558139534,0,406,15,0.4092572104481227,0.2481192189443284,0,2,2021,1.1456140350877193,0,0,0,1.0,0.999999999,66,-0.7571004584189137,0.1639149063191831,11.8,11.333333333333334,0,5,0.0,1.0,0.0,0.0869565217391304,-11.8
14,2021,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6349357390202799,0.43503386432827,0.5771443925585511,-0.4912660373465486,-0.770839769550297,2.210993049119153,-0.5349946823839565,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.5,0.5930232558139534,0,406,15,0.4092572104481227,0.2481192189443284,0,1,2021,1.1456140350877193,0,0,0,1.0,0.999999999,66,0.5836020285116007,-0.2652576611613149,8.866666666666667,8.666666666666666,0,33,0.0,0.0,0.0681818181818181,0.1666666666666666,-9.4
15,2021,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6349357390202799,0.4402482670061221,0.5805451496411994,-0.4914821921442792,-0.7674677641467362,2.217251652827448,-0.5349946823839565,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.6,0.5930232558139534,0,406,15,0.4092572104481227,0.2481192189443284,0,1,2021,1.1456140350877193,0,0,0,1.0,0.999999999,66,-0.9670743529363957,-2.334821400043172,11.866666666666667,11.333333333333334,0,39,0.0,0.0,0.0909090909090909,0.034090909090909,-13.41025641025641
16,2021,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6349357390202799,0.4440644786555982,0.5196298341783263,-0.4908011564801972,-0.7729688514603953,2.2349226957505715,-0.9271894480932524,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.3,0.5930232558139534,0,406,15,0.4092572104481227,0.2481192189443284,0,2,2021,1.1456140350877193,0,0,0,1.0,0.999999999,66,0.987437005459117,3.0590777185585907,4.533333333333333,4.333333333333333,0,51,2.0,9.0,0.1384615384615384,0.0692307692307692,-4.916666666666667
17,2021,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6349357390202799,0.4461716608049414,0.5381848421204947,-0.4918819304688487,-0.748526991132467,2.2082061991660265,-0.0447512252473365,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.8,0.5930232558139534,0,406,15,0.4092572104481227,0.2481192189443284,0,1,2021,1.1456140350877193,0,0,0,1.0,0.999999999,66,0.6219921488696838,-2.334821400043172,11.133333333333333,10.666666666666666,0,57,1.0,0.0,0.0307692307692307,0.034090909090909,-11.8
18,2021,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.6349357390202799,0.4470645937930875,0.55733647411225,-0.4687000686684199,-0.7754017591133404,2.2201697104054867,0.0532974661799874,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.75,0.5930232558139534,0,406,15,0.4092572104481227,0.2481192189443284,0,2,2021,1.1456140350877193,0,0,0,1.0,0.999999999,66,-1.1305594348240813,-4.052682706820458,16.066666666666666,15.666666666666666,0,18,0.0,0.0,0.1304347826086956,0.0769230769230769,-15.61111111111111
19,2021,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6349357390202799,0.4827888984531823,0.5891961983602164,-0.4644806085757371,-0.7298186908456795,2.2434643121323306,0.3474435404619594,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.7,0.5930232558139534,0,406,15,0.4092572104481227,0.2481192189443284,0,2,2021,1.1456140350877193,0,0,0,1.0,0.999999999,66,-1.2850124375552283,-3.212822141184684,16.066666666666666,15.5,0,6,0.0,0.0,0.0,0.0769230769230769,-16.333333333333332
20,2021,7,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6349357390202799,0.4991981428703101,0.6172375286908239,-0.4479877014064454,-0.7245707916510585,2.2587342555195686,-0.2408486081019845,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.85,0.5930232558139534,0,406,15,0.4092572104481227,0.2481192189443284,0,1,2021,1.1456140350877193,0,0,0,1.0,0.999999999,66,-1.4316214539150742,-3.212822141184684,16.666666666666668,15.833333333333334,0,5,0.0,0.0,0.1666666666666666,0.0769230769230769,-17.2
1,2021,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.232754284359879,-1.476152584957212,-1.2501957465177242,-1.705187743570218,-0.679094218001969,-1.085708925994709,0.8376869975985795,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.0,0.813953488372093,0,678,10,0.2012238283750845,0.1643487817575611,0,2,2021,1.5215527119938883,0,0,0,0.75,0.7499999992499999,67,2.823636924742783,3.221677857772389,1.3333333333333333,1.1666666666666667,0,54,10.0,13.0,0.0757575757575757,0.1212121212121212,-3.037037037037037
2,2021,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232754284359879,-1.4456764772509794,-1.307411992873155,-1.659489277602219,-0.6520040618184217,-1.0891818255066,0.7396383061712554,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.05,0.813953488372093,-1,678,10,0.2012238283750845,0.1643487817575611,0,2,2021,1.5215527119938883,0,0,0,0.75,0.7499999992499999,67,2.6415666638997,3.982879645715716,6.266666666666667,7.166666666666667,0,64,36.0,42.0,0.0,0.0454545454545454,-2.3125
3,2021,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.232754284359879,-1.436157543013999,-1.2142789787325627,-1.689387546962106,-0.631436109385598,-1.0653827581818904,1.0337843804532274,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.2,0.813953488372093,3,678,10,0.2012238283750845,0.1643487817575611,0,2,2021,1.5215527119938883,0,0,0,0.75,0.7499999992499999,67,1.511442738046702,3.982879645715716,5.733333333333333,6.5,0,59,6.0,42.0,0.0303030303030303,0.0454545454545454,-3.711864406779661
4,2021,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.232754284359879,-1.4357081988414,-1.2575342223276489,-1.6578842330532786,-0.6537269080921965,-1.0666858162167887,-0.4369459909566326,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.15,0.813953488372093,-1,678,10,0.2012238283750845,0.1643487817575611,0,3,2021,1.5215527119938883,0,0,0,0.75,0.7499999992499999,67,0.8961041844076166,3.221677857772389,3.0,2.5,0,58,2.0,13.0,0.015625,0.1212121212121212,-4.714285714285714
5,2021,8,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1870863883925022,-1.4113612601475185,-1.1973348557242804,-1.662185330985802,-0.6145972497652105,-1.0526026582048438,0.5435409233166074,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.1,0.8023255813953488,-1,678,10,0.2012238283750845,0.1643487817575611,0,3,2021,1.5215527119938883,0,0,0,0.75,0.7499999992499999,67,1.058992616047438,0.995745191403762,5.0,4.666666666666667,0,38,0.0,0.0,0.0444444444444444,0.1136363636363636,-7.605263157894737
6,2021,8,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1870863883925022,-1.4053403405702956,-1.2148756027821503,-1.6899978490813854,-0.6059334811474449,-1.0280503376734873,0.7396383061712554,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.55,0.8023255813953488,0,678,10,0.2012238283750845,0.1643487817575611,0,2,2021,1.5215527119938883,0,0,0,0.75,0.7499999992499999,67,0.5372662642465382,2.903473842357582,7.866666666666666,8.5,0,57,0.0,9.0,0.0606060606060606,0.0681818181818181,-7.428571428571429
