finish_position,season,round,grid_position_zero_flag,compound_ordinal,circuito_albert_park,circuito_americas,circuito_bahrain,circuito_bahrain_outer,circuito_baku,circuito_catalunya,circuito_hockenheim,circuito_hungaroring,circuito_imola,circuito_interlagos,circuito_istanbul,circuito_jeddah,circuito_las_vegas,circuito_losail,circuito_marina_bay,circuito_miami,circuito_monaco,circuito_monza,circuito_mugello,circuito_nurburgring,circuito_portimao,circuito_red_bull_ring,circuito_ricard,circuito_rodriguez,circuito_shanghai,circuito_silverstone,circuito_sochi,circuito_spa,circuito_suzuka,circuito_villeneuve,circuito_yas_marina,circuito_zandvoort,constructor_alfa,constructor_alphatauri,constructor_alpine,constructor_aston_martin,constructor_ferrari,constructor_force_india,constructor_haas,constructor_mclaren,constructor_mercedes,constructor_racing_point,constructor_rb,constructor_red_bull,constructor_renault,constructor_sauber,constructor_toro_rosso,constructor_williams,wet_compound_flag,corrida_chuva_flag,outlier_flag,status_falha_mecanica_flag,outlier_legitimo_flag,outlier_revisao_flag,outlier_espurio_flag,fastf1_laps_count_zscore,fastf1_avg_lap_time_zscore,fastf1_best_lap_time_zscore,fastf1_avg_sector1_zscore,fastf1_avg_sector2_zscore,fastf1_avg_sector3_zscore,fastf1_max_tyre_life_zscore,fastf1_stints_count_zscore,fastf1_pit_in_count_zscore,fastf1_pit_out_count_zscore,grid_position_minmax,laps_minmax,grid_penalty,altitude_m,corners,track_complexity,weather_impact_factor,safety_car_flag,tire_compound_start,season_factor,avg_pit_stops_circuit,avg_pit_stops_circuit_cold_start_flag,outlier_reclassificado_pos_contexto_flag,outlier_reclassificado_nao_feature_flag,incident_rate_hist,incident_rate_hist_norm,race_order,driver_coef_rapm,constructor_coef_rapm,recent_form_5,recent_form_3,recent_form_cold_start_flag,driver_experience,driver_wins_total,constructor_wins_total,driver_dnf_rate,constructor_dnf_rate,driver_constructor_synergy
2,2020,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3152604672486424,-0.2332964306394797,-0.5691493939137117,0.6800891315319509,-1.2470117573634385,0.645286706326021,-1.0252381395205763,3.2798435220301183,2.499328599595781,2.409498395641236,0.05,0.6744186046511628,0,379,15,0.3386763480735219,0.1509730287943248,1,3,2020,1.5790337237581822,1,0,0,0.7248322147651006,0.7248322140402683,51,1.5788136404933002,4.05338872653885,3.933333333333333,3.6666666666666665,0,46,5.0,32.0,0.02,0.04,-3.369565217391304
3,2020,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.3152604672486424,-0.1970992112271944,-0.5329343141037568,0.8349898600834217,-1.265046241750066,0.6166174095008624,-0.7310920652386046,3.2798435220301183,2.499328599595781,2.409498395641236,0.15,0.6744186046511628,0,379,15,0.3386763480735219,0.1509730287943248,1,3,2020,1.5790337237581822,1,0,0,0.7248322147651006,0.7248322140402683,51,-0.2456333077567024,2.9703796820493658,9.4,10.833333333333334,0,27,0.0,8.0,0.0344827586206896,0.14,-6.6875
4,2020,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.3152604672486424,-0.1975075664057509,-0.5098449633847246,0.81013792934153,-1.242173484555552,0.6180891841734442,-1.2213355223752245,3.2798435220301183,2.499328599595781,2.409498395641236,0.35,0.6744186046511628,0,379,15,0.3386763480735219,0.1509730287943248,1,3,2020,1.5790337237581822,1,0,0,0.7248322147651006,0.7248322140402683,51,0.967190669855654,-0.2526297159125519,7.4,6.166666666666667,0,35,2.0,0.0,0.08,0.1,-8.909090909090908
5,2020,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3152604672486424,-0.1665727354265428,-0.4975545079632241,0.7654196191812533,-1.2247123318241455,0.6036126720379951,-1.0252381395205763,3.2798435220301183,2.499328599595781,2.409498395641236,0.3,0.6744186046511628,1,379,15,0.3386763480735219,0.1509730287943248,1,3,2020,1.5790337237581822,1,0,0,0.7248322147651006,0.7248322140402683,51,0.0677772235602084,0.0924531614126388,8.333333333333334,9.166666666666666,0,44,0.0,0.0,0.0208333333333333,0.0862068965517241,-9.28
6,2020,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3152604672486424,-0.1513315112824725,-0.4637855867565781,0.7748247684552467,-1.243196016945768,0.6419543516291909,-0.9271894480932524,3.2798435220301183,2.499328599595781,2.409498395641236,0.5,0.6744186046511628,0,379,15,0.3386763480735219,0.1509730287943248,1,3,2020,1.5790337237581822,1,0,0,0.7248322147651006,0.7248322140402683,51,0.7675132035424804,0.2675711263280308,6.733333333333333,6.0,0,23,0.0,0.0,0.0689655172413793,0.14,-8.130434782608695
7,2020,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3152604672486424,-0.1332384050153922,-0.4482733614673055,0.8404653561913518,-1.184144640249647,0.7783527836597489,-1.1232868309479005,3.2798435220301183,2.499328599595781,2.409498395641236,0.55,0.6744186046511628,0,379,15,0.3386763480735219,0.1509730287943248,1,2,2020,1.5790337237581822,1,0,0,0.7248322147651006,0.7248322140402683,51,-0.3349157792463061,0.1078605725829363,10.466666666666669,10.166666666666666,0,24,0.0,1.0,0.1034482758620689,0.125,-10.666666666666666
8,2020,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3152604672486424,-0.1286980677875264,-0.4619360522028569,0.896485695829125,-1.2110097332453853,0.8108747802878924,-0.8291407566659286,3.2798435220301183,2.499328599595781,2.409498395641236,0.2,0.6744186046511628,0,379,15,0.3386763480735219,0.1509730287943248,1,3,2020,1.5790337237581822,1,0,0,0.7248322147651006,0.7248322140402683,51,0.8109952809949685,3.644222130031359,7.933333333333334,8.833333333333334,0,38,2.0,9.0,0.16,0.08,-4.173913043478261
9,2020,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3152604672486424,-0.0930800955282897,-0.4658141085251748,0.90750095732633,-1.1962210503231667,0.893500042829204,-0.7310920652386046,4.310896585874185,3.344379555440356,3.2340067945835465,0.6,0.6744186046511628,0,379,15,0.3386763480735219,0.1509730287943248,1,2,2020,1.5790337237581822,1,0,0,0.7248322147651006,0.7248322140402683,51,0.6396958457301245,-2.497046962709413,13.466666666666669,12.833333333333334,0,43,1.0,0.0,0.02,0.0344827586206896,-11.692307692307692
10,2020,9,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3152604672486424,-0.0952184465850843,-0.4635469371367429,0.8740109062886312,-1.2282550821509788,0.824065520179027,-1.0252381395205763,4.310896585874185,3.344379555440356,3.2340067945835465,0.65,0.6744186046511628,0,379,15,0.3386763480735219,0.1509730287943248,1,3,2020,1.5790337237581822,1,0,0,0.7248322147651006,0.7248322140402683,51,0.6136063633012809,3.644222130031359,10.333333333333334,10.833333333333334,0,44,6.0,9.0,0.06,0.08,-4.568181818181818
11,2020,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.3152604672486424,-0.0970940186181243,-0.4371164917400214,0.869933346986827,-1.244145273968872,0.7905715742957481,-1.2213355223752245,3.2798435220301183,2.499328599595781,2.409498395641236,0.85,0.6744186046511628,0,379,15,0.3386763480735219,0.1509730287943248,1,2,2020,1.5790337237581822,1,0,0,0.7248322147651006,0.7248322140402683,51,-1.248841509527146,-4.303754009103804,15.6,15.666666666666666,0,25,0.0,0.0,0.0344827586206896,0.08,-15.6
12,2020,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.3152604672486424,-0.0526666099165808,-0.4002451254755198,0.8813731877093922,-1.198428195318966,0.8582082302202914,-1.3193842138025489,3.2798435220301183,2.499328599595781,2.409498395641236,0.7,0.6744186046511628,0,379,15,0.3386763480735219,0.1509730287943248,1,2,2020,1.5790337237581822,1,0,0,0.7248322147651006,0.7248322140402683,51,-1.1975524483437234,-1.765591548746379,15.0,14.166666666666666,0,36,0.0,0.0,0.12,0.1,-12.5
1,2020,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5892678430529031,0.411015575428686,0.480789608550187,1.477895799388545,0.0091176962708331,0.2903564763462269,-0.4369459909566326,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.1,0.6046511627906976,0,10,18,0.4867701385892881,0.195527832504517,1,2,2020,1.1944444444444444,0,0,0,0.5,0.4999999994999999,52,1.584222600222497,4.06425324104663,3.0,3.0,0,47,5.0,33.0,0.0196078431372549,0.0392156862745098,-3.3404255319148937
2,2020,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.5892678430529031,0.42106361969379,0.4988076548477259,1.5351091158201624,0.0004187952423715,0.2672979988319118,-0.5349946823839565,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.05,0.6046511627906976,0,10,18,0.4867701385892881,0.195527832504517,1,2,2020,1.1944444444444444,0,0,0,0.5,0.4999999994999999,52,2.392751857264766,2.9821100769109434,2.1333333333333333,2.333333333333333,0,42,6.0,8.0,0.0588235294117647,0.1372549019607843,-3.3095238095238093
3,2020,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5892678430529031,0.4383601424666206,0.54313682173207,1.5675041488029893,-0.0051298028435394,0.287565566383574,0.3474435404619594,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.0,0.6046511627906976,0,10,18,0.4867701385892881,0.195527832504517,1,3,2020,1.1944444444444444,0,0,0,0.5,0.4999999994999999,52,2.4800306408241126,4.06425324104663,2.6666666666666665,3.0,0,50,28.0,33.0,0.0,0.0392156862745098,-2.16
4,2020,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5892678430529031,0.4520812268891245,0.547074540459347,1.5517466007111185,0.033222594915121,0.2708381290889668,-0.0447512252473365,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.15,0.6046511627906976,0,10,18,0.4867701385892881,0.195527832504517,1,3,2020,1.1944444444444444,0,0,0,0.5,0.4999999994999999,52,0.1264880614162255,0.1445186177516811,7.466666666666667,7.5,0,45,0.0,0.0,0.0204081632653061,0.1,-9.115384615384617
5,2020,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.5892678430529031,0.4712358903941236,0.5318606271948678,1.5560010806142863,0.0351150349623301,0.3106935591829363,0.4454922318892834,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.2,0.6046511627906976,0,10,18,0.4867701385892881,0.195527832504517,1,3,2020,1.1944444444444444,0,0,0,0.5,0.4999999994999999,52,1.0461816788584135,-0.2103487005633624,6.133333333333334,4.666666666666667,0,36,2.0,0.0,0.0784313725490196,0.1078431372549019,-8.695652173913043
6,2020,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5892678430529031,0.4947406293764879,0.601486653781717,1.5657094262226765,0.0552205167526713,0.3123336049820223,-0.5349946823839565,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.45,0.6046511627906976,-1,10,18,0.4867701385892881,0.195527832504517,1,2,2020,1.1944444444444444,0,0,0,0.5,0.4999999994999999,52,0.7606394829239901,3.537923758101816,8.333333333333334,9.333333333333334,0,39,2.0,9.0,0.1568627450980392,0.0784313725490196,-4.333333333333333
7,2020,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.5892678430529031,0.4961132320051041,0.6112116257899913,1.5551850336157946,0.0369555345309171,0.3616559870434029,0.1513461576073114,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.3,0.6046511627906976,0,10,18,0.4867701385892881,0.195527832504517,1,3,2020,1.1944444444444444,0,0,0,0.5,0.4999999994999999,52,0.3561538358278761,-0.2103487005633624,8.066666666666666,7.833333333333333,0,22,0.0,0.0,0.1,0.1078431372549019,-8.857142857142858
8,2020,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5892678430529031,0.5066678172942684,0.606259646178416,1.533114011592533,0.0387192525224097,0.3740400063426271,-0.3388972995293086,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.5,0.6046511627906976,-1,10,18,0.4867701385892881,0.195527832504517,1,1,2020,1.1944444444444444,0,0,0,0.5,0.4999999994999999,52,-0.2633021973999302,0.1837316454415027,9.2,8.333333333333334,0,25,0.0,1.0,0.1,0.1111111111111111,-10.142857142857142
9,2020,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.5892678430529031,0.5279894880095186,0.4927817519468933,1.599396775626603,0.0425673645038481,0.3678943402163794,-0.9271894480932524,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.4,0.6046511627906976,0,10,18,0.4867701385892881,0.195527832504517,1,3,2020,1.1944444444444444,0,0,0,0.5,0.4999999994999999,52,0.0285443566781696,0.1837316454415027,6.2,4.666666666666667,0,41,1.0,1.0,0.0784313725490196,0.1111111111111111,-8.285714285714286
10,2020,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.5892678430529031,0.5490307079626684,0.5611548680296089,1.5566690194386743,0.103409989506135,0.3367437685944847,-0.7310920652386046,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.7,0.6046511627906976,5,10,18,0.4867701385892881,0.195527832504517,1,3,2020,1.1944444444444444,0,0,0,0.5,0.4999999994999999,52,-0.1485517519643462,2.9821100769109434,7.6,7.5,0,28,0.0,8.0,0.0333333333333333,0.1372549019607843,-6.470588235294118
11,2020,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6349357390202799,0.5653462965399697,0.6440259485172988,1.5967123220888249,0.1279619410659264,0.3487474838307103,0.2493948490346354,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.8,0.5930232558139534,0,10,18,0.4867701385892881,0.195527832504517,1,2,2020,1.1944444444444444,0,0,0,0.5,0.4999999994999999,52,-1.3202317993406396,-2.493106221447217,16.0,16.166666666666668,0,26,0.0,0.0,0.1333333333333333,0.0333333333333333,-13.76923076923077
12,2020,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6349357390202799,0.5645492151155236,0.6806586651619643,1.603300601882664,0.1336632771646438,0.3441762101787825,-0.0447512252473365,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.85,0.5930232558139534,0,10,18,0.4867701385892881,0.195527832504517,1,2,2020,1.1944444444444444,0,0,0,0.5,0.4999999994999999,52,-0.5819351458927083,-1.7821983303170874,14.2,15.166666666666666,0,40,0.0,0.0,0.0784313725490196,0.0980392156862745,-11.725
13,2020,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6349357390202799,0.5701212178579441,0.6334060404346424,1.606113575277784,0.126951490299944,0.3489233020480922,-0.3388972995293086,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.65,0.5930232558139534,-1,10,18,0.4867701385892881,0.195527832504517,1,2,2020,1.1944444444444444,0,0,0,0.5,0.4999999994999999,52,0.5521926668334325,3.537923758101816,10.466666666666669,10.5,0,45,6.0,9.0,0.0588235294117647,0.0784313725490196,-4.688888888888889
14,2020,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6349357390202799,0.5767942523781259,0.5898524848147632,1.617880687143272,0.142368345039229,0.3213775732741047,0.1513461576073114,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.9,0.5930232558139534,-1,10,18,0.4867701385892881,0.195527832504517,1,1,2020,1.1944444444444444,0,0,0,0.5,0.4999999994999999,52,0.6899979873160759,-2.493106221447217,11.733333333333333,10.833333333333334,0,44,1.0,0.0,0.0196078431372549,0.0333333333333333,-11.592592592592592
15,2020,10,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6349357390202799,0.595221715499342,0.5014924630708694,1.630550911519825,0.1188241516788012,0.3604380832103533,1.2298817633078754,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.35,0.5930232558139534,0,10,18,0.4867701385892881,0.195527832504517,1,3,2020,1.1944444444444444,0,0,0,0.5,0.4999999994999999,52,0.8182802755227838,0.275285956836534,6.4,5.5,0,24,0.0,0.0,0.0666666666666666,0.1372549019607843,-8.041666666666666
16,2020,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.6349357390202799,0.6235244120911745,0.7202745020545674,1.650357205246108,0.1619351832205751,0.3694415504318024,0.1513461576073114,-0.8443687333461517,-0.8808752237825185,-0.8885352001280047,0.95,0.5930232558139534,1,10,18,0.4867701385892881,0.195527832504517,1,2,2020,1.1944444444444444,0,0,0,0.5,0.4999999994999999,52,-0.9114113558320974,-4.287025623951368,15.066666666666666,13.833333333333334,0,8,0.0,0.0,0.1111111111111111,0.0784313725490196,-15.75
17,2020,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6349357390202799,0.6168866913049875,0.6349572629635702,1.6825346598616733,0.1308620958840062,0.3825150781780159,-0.8291407566659286,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.75,0.5930232558139534,0,10,18,0.4867701385892881,0.195527832504517,1,2,2020,1.1944444444444444,0,0,0,0.5,0.4999999994999999,52,-1.200263184424392,-1.7821983303170874,13.8,12.5,0,37,0.0,0.0,0.1176470588235294,0.0980392156862745,-12.486486486486486
18,2020,10,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,-0.6349357390202799,0.6601321421956462,0.5000009029469014,1.704961460382359,0.1332282539419313,0.42873952443445,0.4454922318892834,1.2177373943419831,0.8092266879066312,0.7604815977566157,0.6,0.5930232558139534,-1,10,18,0.4867701385892881,0.195527832504517,1,2,2020,1.1944444444444444,0,0,0,0.5,0.4999999994999999,52,-1.1562885801328968,-4.287025623951368,14.0,13.0,0,26,0.0,0.0,0.0333333333333333,0.0784313725490196,-15.423076923076923
1,2020,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2695925712812656,-0.0828101418371416,-0.0493108595082142,0.3827324249201719,0.3913958927690849,-0.6055281963054513,-0.4369459909566326,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.05,0.686046511627907,0,322,16,0.3476624891086511,0.896357901102415,1,3,2020,1.6433016574597905,1,0,0,0.7248322147651006,0.7248322140402683,53,2.4640401234907308,4.096560816921055,2.8666666666666667,3.0,0,51,28.0,34.0,0.0,0.0384615384615384,-2.176470588235294
2,2020,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-0.2695925712812656,-0.0662206523636227,-0.0496688339379667,0.3592615370040879,0.3913659705368347,-0.5753032078307646,-0.4369459909566326,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.1,0.686046511627907,0,322,16,0.3476624891086511,0.896357901102415,1,3,2020,1.6433016574597905,1,0,0,0.7248322147651006,0.7248322140402683,53,2.480989237332508,2.946796018383005,2.1333333333333333,2.333333333333333,0,43,6.0,8.0,0.0576923076923076,0.1346153846153846,-3.2790697674418605
3,2020,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.2695925712812656,0.1286190780610019,0.0365433412274123,0.384483143277272,0.4033069360200792,-0.5912844714885243,-0.5349946823839565,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.25,0.686046511627907,0,322,16,0.3476624891086511,0.896357901102415,1,3,2020,1.6433016574597905,1,0,0,0.7248322147651006,0.7248322140402683,53,1.1183459092209955,-0.1337096980242314,5.2,4.833333333333333,0,37,2.0,0.0,0.0769230769230769,0.1057692307692307,-8.541666666666666
4,2020,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2695925712812656,0.1300891383590035,0.0434641802026261,0.3904238118545061,0.409399102506186,-0.6018279663394384,-0.2408486081019845,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.4,0.686046511627907,0,322,16,0.3476624891086511,0.896357901102415,1,3,2020,1.6433016574597905,1,0,0,0.7248322147651006,0.7248322140402683,53,0.2351397644430146,0.2154170480712826,6.333333333333333,5.333333333333333,0,46,0.0,0.0,0.02,0.0967741935483871,-8.925925925925926
5,2020,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2695925712812656,0.135976442297806,0.0690593519299255,0.3859702300689021,0.4154673312064919,-0.5919462827485796,-0.2408486081019845,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.45,0.686046511627907,0,322,16,0.3476624891086511,0.896357901102415,1,3,2020,1.6433016574597905,1,0,0,0.7248322147651006,0.7248322140402683,53,0.6356457326838549,0.2362172737194923,7.2,5.166666666666667,0,43,0.0,0.0,0.0769230769230769,0.1346153846153846,-7.916666666666667
6,2020,11,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2695925712812656,0.1368451601540702,0.0679257662357091,0.3951973348603395,0.4265186089841699,-0.6145251906174047,-0.3388972995293086,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.55,0.686046511627907,0,322,16,0.3476624891086511,0.896357901102415,1,2,2020,1.6433016574597905,1,0,0,0.7248322147651006,0.7248322140402683,53,0.0344874033829593,0.2450994218586024,6.8,6.166666666666667,0,42,1.0,1.0,0.0769230769230769,0.1,-8.375
7,2020,11,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.2695925712812656,0.1449653010451573,0.1038425340208706,0.3969480532174391,0.4271828825401205,-0.5912594545680413,-0.3388972995293086,0.1866843304979157,-0.0358242679379436,-0.0640268011856944,0.15,0.686046511627907,0,322,16,0.3476624891086511,0.896357901102415,1,3,2020,1.6433016574597905,1,0,0,0.7248322147651006,0.7248322140402683,53,0.7700659030802988,3.496311273982335,7.666666666666667,8.0,0,40,2.0,9.0,0.1538461538461538,0.0769230769230769,-4.4
