constructor_id,coef_rapm,target_definition,alpha,decay,season,round,race_name,race_order,n_train_rows,n_train_races
racing_point,0.6929416087008041,-finish_position,10.0,0.97,2022,5,Miami Grand Prix,86,1424,85
red_bull,3.0396979875440886,-finish_position,10.0,0.97,2022,5,Miami Grand Prix,86,1424,85
renault,0.609936571046916,-finish_position,10.0,0.97,2022,5,Miami Grand Prix,86,1424,85
sauber,-0.40035135186981435,-finish_position,10.0,0.97,2022,5,Miami Grand Prix,86,1424,85
toro_rosso,-0.7738696781187069,-finish_position,10.0,0.97,2022,5,Miami Grand Prix,86,1424,85
williams,-3.3513370783743013,-finish_position,10.0,0.97,2022,5,Miami Grand Prix,86,1424,85
alfa,-1.71806264611552,-finish_position,10.0,0.97,2022,6,Spanish Grand Prix,87,1439,86
alphatauri,0.02391663145902696,-finish_position,10.0,0.97,2022,6,Spanish Grand Prix,87,1439,86
alpine,0.16581132095973086,-finish_position,10.0,0.97,2022,6,Spanish Grand Prix,87,1439,86
aston_martin,-0.8414664445194309,-finish_position,10.0,0.97,2022,6,Spanish Grand Prix,87,1439,86
ferrari,2.4167220890090886,-finish_position,10.0,0.97,2022,6,Spanish Grand Prix,87,1439,86
force_india,-0.15187867016352646,-finish_position,10.0,0.97,2022,6,Spanish Grand Prix,87,1439,86
haas,-3.6608948981329945,-finish_position,10.0,0.97,2022,6,Spanish Grand Prix,87,1439,86
mclaren,0.5094854946732791,-finish_position,10.0,0.97,2022,6,Spanish Grand Prix,87,1439,86
mercedes,3.4057981770783354,-finish_position,10.0,0.97,2022,6,Spanish Grand Prix,87,1439,86
racing_point,0.6607822900915921,-finish_position,10.0,0.97,2022,6,Spanish Grand Prix,87,1439,86
red_bull,3.0397499321623904,-finish_position,10.0,0.97,2022,6,Spanish Grand Prix,87,1439,86
renault,0.611587381272709,-finish_position,10.0,0.97,2022,6,Spanish Grand Prix,87,1439,86
sauber,-0.40185921561838883,-finish_position,10.0,0.97,2022,6,Spanish Grand Prix,87,1439,86
toro_rosso,-0.7876081281101773,-finish_position,10.0,0.97,2022,6,Spanish Grand Prix,87,1439,86
williams,-3.272083314046146,-finish_position,10.0,0.97,2022,6,Spanish Grand Prix,87,1439,86
alfa,-1.6095955091213763,-finish_position,10.0,0.97,2022,7,Monaco Grand Prix,88,1457,87
alphatauri,-0.024045078137021184,-finish_position,10.0,0.97,2022,7,Monaco Grand Prix,88,1457,87
alpine,0.2135481854324633,-finish_position,10.0,0.97,2022,7,Monaco Grand Prix,88,1457,87
aston_martin,-0.9252188552527093,-finish_position,10.0,0.97,2022,7,Monaco Grand Prix,88,1457,87
ferrari,2.435529179925261,-finish_position,10.0,0.97,2022,7,Monaco Grand Prix,88,1457,87
force_india,-0.15646091967952794,-finish_position,10.0,0.97,2022,7,Monaco Grand Prix,88,1457,87
haas,-3.6881158527896676,-finish_position,10.0,0.97,2022,7,Monaco Grand Prix,88,1457,87
mclaren,0.46057076315603046,-finish_position,10.0,0.97,2022,7,Monaco Grand Prix,88,1457,87
mercedes,3.402250133439286,-finish_position,10.0,0.97,2022,7,Monaco Grand Prix,88,1457,87
racing_point,0.6596436068533098,-finish_position,10.0,0.97,2022,7,Monaco Grand Prix,88,1457,87
red_bull,3.166770084939296,-finish_position,10.0,0.97,2022,7,Monaco Grand Prix,88,1457,87
renault,0.6171193073370133,-finish_position,10.0,0.97,2022,7,Monaco Grand Prix,88,1457,87
sauber,-0.3898529609631438,-finish_position,10.0,0.97,2022,7,Monaco Grand Prix,88,1457,87
toro_rosso,-0.7355635860413541,-finish_position,10.0,0.97,2022,7,Monaco Grand Prix,88,1457,87
williams,-3.426578499097875,-finish_position,10.0,0.97,2022,7,Monaco Grand Prix,88,1457,87
alfa,-1.6745940875643766,-finish_position,10.0,0.97,2022,8,Azerbaijan Grand Prix,89,1474,88
alphatauri,-0.1290600219311211,-finish_position,10.0,0.97,2022,8,Azerbaijan Grand Prix,89,1474,88
alpine,0.20780537937651863,-finish_position,10.0,0.97,2022,8,Azerbaijan Grand Prix,89,1474,88
aston_martin,-0.9461780824950168,-finish_position,10.0,0.97,2022,8,Azerbaijan Grand Prix,89,1474,88
ferrari,2.5006251744235413,-finish_position,10.0,0.97,2022,8,Azerbaijan Grand Prix,89,1474,88
force_india,-0.15161914862075662,-finish_position,10.0,0.97,2022,8,Azerbaijan Grand Prix,89,1474,88
haas,-3.6537392123119994,-finish_position,10.0,0.97,2022,8,Azerbaijan Grand Prix,89,1474,88
mclaren,0.41710648127847816,-finish_position,10.0,0.97,2022,8,Azerbaijan Grand Prix,89,1474,88
mercedes,3.386894710188861,-finish_position,10.0,0.97,2022,8,Azerbaijan Grand Prix,89,1474,88
racing_point,0.6499765859494565,-finish_position,10.0,0.97,2022,8,Azerbaijan Grand Prix,89,1474,88
red_bull,3.2501235692458947,-finish_position,10.0,0.97,2022,8,Azerbaijan Grand Prix,89,1474,88
renault,0.6538167814245605,-finish_position,10.0,0.97,2022,8,Azerbaijan Grand Prix,89,1474,88
sauber,-0.3784506209778294,-finish_position,10.0,0.97,2022,8,Azerbaijan Grand Prix,89,1474,88
toro_rosso,-0.7194633896642508,-finish_position,10.0,0.97,2022,8,Azerbaijan Grand Prix,89,1474,88
williams,-3.4132441183219773,-finish_position,10.0,0.97,2022,8,Azerbaijan Grand Prix,89,1474,88
alfa,-1.7156088785131944,-finish_position,10.0,0.97,2022,9,Canadian Grand Prix,90,1489,89
alphatauri,-0.11927833024434903,-finish_position,10.0,0.97,2022,9,Canadian Grand Prix,90,1489,89
alpine,0.21011470757836456,-finish_position,10.0,0.97,2022,9,Canadian Grand Prix,90,1489,89
aston_martin,-0.869583286160044,-finish_position,10.0,0.97,2022,9,Canadian Grand Prix,90,1489,89
ferrari,2.4457015528852604,-finish_position,10.0,0.97,2022,9,Canadian Grand Prix,90,1489,89
force_india,-0.15692822050525912,-finish_position,10.0,0.97,2022,9,Canadian Grand Prix,90,1489,89
haas,-3.6481123817022443,-finish_position,10.0,0.97,2022,9,Canadian Grand Prix,90,1489,89
mclaren,0.4038993744848478,-finish_position,10.0,0.97,2022,9,Canadian Grand Prix,90,1489,89
mercedes,3.4553097852449492,-finish_position,10.0,0.97,2022,9,Canadian Grand Prix,90,1489,89
racing_point,0.6210468062414719,-finish_position,10.0,0.97,2022,9,Canadian Grand Prix,90,1489,89
red_bull,3.281937666137955,-finish_position,10.0,0.97,2022,9,Canadian Grand Prix,90,1489,89
renault,0.6314858845007357,-finish_position,10.0,0.97,2022,9,Canadian Grand Prix,90,1489,89
sauber,-0.37755015550477494,-finish_position,10.0,0.97,2022,9,Canadian Grand Prix,90,1489,89
toro_rosso,-0.7367650379166468,-finish_position,10.0,0.97,2022,9,Canadian Grand Prix,90,1489,89
williams,-3.4256694865270707,-finish_position,10.0,0.97,2022,9,Canadian Grand Prix,90,1489,89
alfa,-1.576880061776251,-finish_position,10.0,0.97,2022,10,British Grand Prix,91,1506,90
alphatauri,-0.19875968243087255,-finish_position,10.0,0.97,2022,10,British Grand Prix,91,1506,90
alpine,0.25945741485601354,-finish_position,10.0,0.97,2022,10,British Grand Prix,91,1506,90
aston_martin,-0.8778768999999736,-finish_position,10.0,0.97,2022,10,British Grand Prix,91,1506,90
ferrari,2.5050080168798794,-finish_position,10.0,0.97,2022,10,British Grand Prix,91,1506,90
force_india,-0.15873373230167268,-finish_position,10.0,0.97,2022,10,British Grand Prix,91,1506,90
haas,-3.692920541073954,-finish_position,10.0,0.97,2022,10,British Grand Prix,91,1506,90
mclaren,0.3040365030447279,-finish_position,10.0,0.97,2022,10,British Grand Prix,91,1506,90
mercedes,3.4642294614579434,-finish_position,10.0,0.97,2022,10,British Grand Prix,91,1506,90
racing_point,0.6040365772930257,-finish_position,10.0,0.97,2022,10,British Grand Prix,91,1506,90
red_bull,3.2928633857929204,-finish_position,10.0,0.97,2022,10,British Grand Prix,91,1506,90
renault,0.6058026669779698,-finish_position,10.0,0.97,2022,10,British Grand Prix,91,1506,90
sauber,-0.3680118410752039,-finish_position,10.0,0.97,2022,10,British Grand Prix,91,1506,90
toro_rosso,-0.713868181095533,-finish_position,10.0,0.97,2022,10,British Grand Prix,91,1506,90
williams,-3.4483830865490406,-finish_position,10.0,0.97,2022,10,British Grand Prix,91,1506,90
alfa,-1.5939856896570324,-finish_position,10.0,0.97,2022,11,Austrian Grand Prix,92,1520,91
alphatauri,-0.2621348248124885,-finish_position,10.0,0.97,2022,11,Austrian Grand Prix,92,1520,91
alpine,0.30296436976536634,-finish_position,10.0,0.97,2022,11,Austrian Grand Prix,92,1520,91
aston_martin,-0.858212333405408,-finish_position,10.0,0.97,2022,11,Austrian Grand Prix,92,1520,91
ferrari,2.548577467114185,-finish_position,10.0,0.97,2022,11,Austrian Grand Prix,92,1520,91
force_india,-0.16648455145122815,-finish_position,10.0,0.97,2022,11,Austrian Grand Prix,92,1520,91
haas,-3.5789830270290923,-finish_position,10.0,0.97,2022,11,Austrian Grand Prix,92,1520,91
mclaren,0.22920780312710626,-finish_position,10.0,0.97,2022,11,Austrian Grand Prix,92,1520,91
mercedes,3.4442063164922936,-finish_position,10.0,0.97,2022,11,Austrian Grand Prix,92,1520,91
racing_point,0.5629023880122526,-finish_position,10.0,0.97,2022,11,Austrian Grand Prix,92,1520,91
red_bull,3.284820270209517,-finish_position,10.0,0.97,2022,11,Austrian Grand Prix,92,1520,91
renault,0.6036484043594089,-finish_position,10.0,0.97,2022,11,Austrian Grand Prix,92,1520,91
sauber,-0.3664323676602306,-finish_position,10.0,0.97,2022,11,Austrian Grand Prix,92,1520,91
toro_rosso,-0.7201481338403338,-finish_position,10.0,0.97,2022,11,Austrian Grand Prix,92,1520,91
williams,-3.429946091224347,-finish_position,10.0,0.97,2022,11,Austrian Grand Prix,92,1520,91
alfa,-1.6639072688308656,-finish_position,10.0,0.97,2022,12,French Grand Prix,93,1537,92
alphatauri,-0.4149903073926018,-finish_position,10.0,0.97,2022,12,French Grand Prix,93,1537,92
alpine,0.3547918368776232,-finish_position,10.0,0.97,2022,12,French Grand Prix,93,1537,92
aston_martin,-1.0069867701979947,-finish_position,10.0,0.97,2022,12,French Grand Prix,93,1537,92
ferrari,2.612686763328066,-finish_position,10.0,0.97,2022,12,French Grand Prix,93,1537,92
force_india,-0.17018589363207148,-finish_position,10.0,0.97,2022,12,French Grand Prix,93,1537,92
haas,-3.3997296951449005,-finish_position,10.0,0.97,2022,12,French Grand Prix,93,1537,92
mclaren,0.2524773502078303,-finish_position,10.0,0.97,2022,12,French Grand Prix,93,1537,92
mercedes,3.498624924581914,-finish_position,10.0,0.97,2022,12,French Grand Prix,93,1537,92
racing_point,0.5501739050502341,-finish_position,10.0,0.97,2022,12,French Grand Prix,93,1537,92
red_bull,3.284376607218575,-finish_position,10.0,0.97,2022,12,French Grand Prix,93,1537,92
renault,0.5836738973096216,-finish_position,10.0,0.97,2022,12,French Grand Prix,93,1537,92
sauber,-0.3665354323329479,-finish_position,10.0,0.97,2022,12,French Grand Prix,93,1537,92
toro_rosso,-0.7051310343862924,-finish_position,10.0,0.97,2022,12,French Grand Prix,93,1537,92
williams,-3.4093388826562054,-finish_position,10.0,0.97,2022,12,French Grand Prix,93,1537,92
alfa,-1.8200103074447236,-finish_position,10.0,0.97,2022,13,Hungarian Grand Prix,94,1553,93
alphatauri,-0.45667797022353784,-finish_position,10.0,0.97,2022,13,Hungarian Grand Prix,94,1553,93
alpine,0.40801743073248864,-finish_position,10.0,0.97,2022,13,Hungarian Grand Prix,94,1553,93
aston_martin,-0.9957805102053813,-finish_position,10.0,0.97,2022,13,Hungarian Grand Prix,94,1553,93
ferrari,2.6093437412454823,-finish_position,10.0,0.97,2022,13,Hungarian Grand Prix,94,1553,93
force_india,-0.16703276965022426,-finish_position,10.0,0.97,2022,13,Hungarian Grand Prix,94,1553,93
haas,-3.3977864601501517,-finish_position,10.0,0.97,2022,13,Hungarian Grand Prix,94,1553,93
mclaren,0.2612817250984328,-finish_position,10.0,0.97,2022,13,Hungarian Grand Prix,94,1553,93
mercedes,3.6014139998044565,-finish_position,10.0,0.97,2022,13,Hungarian Grand Prix,94,1553,93
racing_point,0.5305134261989419,-finish_position,10.0,0.97,2022,13,Hungarian Grand Prix,94,1553,93
red_bull,3.3121786729532348,-finish_position,10.0,0.97,2022,13,Hungarian Grand Prix,94,1553,93
renault,0.5748676060467254,-finish_position,10.0,0.97,2022,13,Hungarian Grand Prix,94,1553,93
sauber,-0.35836064990872063,-finish_position,10.0,0.97,2022,13,Hungarian Grand Prix,94,1553,93
toro_rosso,-0.6872516965985733,-finish_position,10.0,0.97,2022,13,Hungarian Grand Prix,94,1553,93
williams,-3.414716237898432,-finish_position,10.0,0.97,2022,13,Hungarian Grand Prix,94,1553,93
alfa,-1.8101629707980487,-finish_position,10.0,0.97,2022,14,Belgian Grand Prix,95,1572,94
alphatauri,-0.5788194538526431,-finish_position,10.0,0.97,2022,14,Belgian Grand Prix,95,1572,94
alpine,0.42933899918634155,-finish_position,10.0,0.97,2022,14,Belgian Grand Prix,95,1572,94
aston_martin,-0.967716270506431,-finish_position,10.0,0.97,2022,14,Belgian Grand Prix,95,1572,94
ferrari,2.625300181634155,-finish_position,10.0,0.97,2022,14,Belgian Grand Prix,95,1572,94
force_india,-0.15478063858937982,-finish_position,10.0,0.97,2022,14,Belgian Grand Prix,95,1572,94
haas,-3.4076291879550773,-finish_position,10.0,0.97,2022,14,Belgian Grand Prix,95,1572,94
mclaren,0.20811173846580516,-finish_position,10.0,0.97,2022,14,Belgian Grand Prix,95,1572,94
mercedes,3.6588731430508687,-finish_position,10.0,0.97,2022,14,Belgian Grand Prix,95,1572,94
racing_point,0.5394953741832884,-finish_position,10.0,0.97,2022,14,Belgian Grand Prix,95,1572,94
red_bull,3.364823540764011,-finish_position,10.0,0.97,2022,14,Belgian Grand Prix,95,1572,94
renault,0.6101656323796325,-finish_position,10.0,0.97,2022,14,Belgian Grand Prix,95,1572,94
sauber,-0.34448854383717586,-finish_position,10.0,0.97,2022,14,Belgian Grand Prix,95,1572,94
toro_rosso,-0.6627110550797997,-finish_position,10.0,0.97,2022,14,Belgian Grand Prix,95,1572,94
williams,-3.5098004890455297,-finish_position,10.0,0.97,2022,14,Belgian Grand Prix,95,1572,94
alfa,-1.8349569349699384,-finish_position,10.0,0.97,2022,15,Dutch Grand Prix,96,1590,95
alphatauri,-0.5910571105629446,-finish_position,10.0,0.97,2022,15,Dutch Grand Prix,96,1590,95
alpine,0.5076684716936928,-finish_position,10.0,0.97,2022,15,Dutch Grand Prix,96,1590,95
aston_martin,-0.9183699104337082,-finish_position,10.0,0.97,2022,15,Dutch Grand Prix,96,1590,95
ferrari,2.624879157285262,-finish_position,10.0,0.97,2022,15,Dutch Grand Prix,96,1590,95
force_india,-0.15821509579808257,-finish_position,10.0,0.97,2022,15,Dutch Grand Prix,96,1590,95
haas,-3.467780062914115,-finish_position,10.0,0.97,2022,15,Dutch Grand Prix,96,1590,95
mclaren,0.09591490592320685,-finish_position,10.0,0.97,2022,15,Dutch Grand Prix,96,1590,95
mercedes,3.675860692587595,-finish_position,10.0,0.97,2022,15,Dutch Grand Prix,96,1590,95
racing_point,0.5200100354036696,-finish_position,10.0,0.97,2022,15,Dutch Grand Prix,96,1590,95
red_bull,3.4026551173320225,-finish_position,10.0,0.97,2022,15,Dutch Grand Prix,96,1590,95
renault,0.6198063941025472,-finish_position,10.0,0.97,2022,15,Dutch Grand Prix,96,1590,95
sauber,-0.33550116753393566,-finish_position,10.0,0.97,2022,15,Dutch Grand Prix,96,1590,95
toro_rosso,-0.6636286311320647,-finish_position,10.0,0.97,2022,15,Dutch Grand Prix,96,1590,95
williams,-3.4772858609831876,-finish_position,10.0,0.97,2022,15,Dutch Grand Prix,96,1590,95
alfa,-1.8763735262495196,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
alphatauri,-0.6050987337237458,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
alpine,0.5455114951976705,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
aston_martin,-0.9558306611226053,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
ferrari,2.6224280415186323,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
force_india,-0.14852441360960492,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
haas,-3.4567907465391174,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
mclaren,0.03605569136754158,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
mercedes,3.7272595435488878,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
racing_point,0.5058273617810016,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
red_bull,3.41627840436371,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
renault,0.6656947212884063,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
sauber,-0.3326982430390235,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
toro_rosso,-0.6484455699195124,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
williams,-3.495293364862717,-finish_position,10.0,0.97,2022,16,Italian Grand Prix,97,1608,96
alfa,-1.9072125573271534,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
alphatauri,-0.6317221855105656,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
alpine,0.4906848878334227,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
aston_martin,-0.9560104175251168,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
ferrari,2.6521218419284516,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
force_india,-0.14044575104758839,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
haas,-3.4735512158299016,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
mclaren,0.03230473967288981,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
mercedes,3.7804704043358828,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
racing_point,0.5010434717839788,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
red_bull,3.4009433426541538,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
renault,0.6513472917161098,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
sauber,-0.33465317630785185,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
toro_rosso,-0.6509593661629274,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
williams,-3.414361310213778,-finish_position,10.0,0.97,2022,17,Singapore Grand Prix,98,1624,97
alfa,-1.9464902669075956,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
alphatauri,-0.6467649372087214,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
alpine,0.479927929838375,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
aston_martin,-0.8334666489657899,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
ferrari,2.703468444722155,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
force_india,-0.14980953947099288,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
haas,-3.443445771928819,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
mclaren,0.11774551428693075,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
mercedes,3.5740544723694425,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
racing_point,0.44524685145662246,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
red_bull,3.4081606501774724,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
renault,0.6148839673493623,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
sauber,-0.33308731376355255,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
toro_rosso,-0.6408939012608132,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
williams,-3.34952945069406,-finish_position,10.0,0.97,2022,18,Japanese Grand Prix,99,1638,98
alfa,-2.0865484686844367,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
alphatauri,-0.7709045888431864,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
alpine,0.5773714813631188,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
aston_martin,-0.7708292170321719,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
ferrari,2.691495527594525,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
force_india,-0.1559006429398229,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
haas,-3.4685698738923896,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
mclaren,0.09171141854493958,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
mercedes,3.566278189275466,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
racing_point,0.4459426545827025,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
red_bull,3.4727442206460437,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
renault,0.6012892882798828,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
sauber,-0.3303717635552791,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
toro_rosso,-0.6075519124376801,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
williams,-3.256156312901715,-finish_position,10.0,0.97,2022,19,United States Grand Prix,100,1656,99
alfa,-2.079294899515414,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
alphatauri,-0.8093394775505873,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
alpine,0.5519715068091755,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
aston_martin,-0.7366873437689863,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
ferrari,2.681591142515838,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
force_india,-0.1483112866151987,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
haas,-3.424598709588059,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
mclaren,0.02771510552287208,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
mercedes,3.571150661414958,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
racing_point,0.4394914434733138,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
red_bull,3.492399915213464,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
renault,0.6291431847596813,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
sauber,-0.32916077795350696,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
toro_rosso,-0.5888172908531605,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
williams,-3.2772531738643345,-finish_position,10.0,0.97,2022,20,Mexico City Grand Prix,101,1673,100
alfa,-2.0565401173214988,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
alphatauri,-0.8133376827637455,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
alpine,0.5653597500682803,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
aston_martin,-0.8522775704631449,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
ferrari,2.691454518542417,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
force_india,-0.1464864605959546,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
haas,-3.4658260689332256,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
mclaren,0.06833659453505923,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
mercedes,3.603476843817641,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
racing_point,0.4407568766834024,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
red_bull,3.5275426761802082,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
renault,0.6063091514595804,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
sauber,-0.3173009705681972,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
toro_rosso,-0.5740145232786343,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
williams,-3.2774530173621934,-finish_position,10.0,0.97,2022,21,São Paulo Grand Prix,102,1691,101
alfa,-2.008413307965254,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
alphatauri,-0.9349055556219306,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
alpine,0.619997682782455,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
aston_martin,-0.8424865175662211,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
ferrari,2.7310184995670306,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
force_india,-0.13780895936794033,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
haas,-3.4379723865665333,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
mclaren,0.06333113194589675,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
mercedes,3.6590519274993283,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
racing_point,0.43743795241660033,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
red_bull,3.471589956076506,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
renault,0.5942791156775544,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
sauber,-0.3099589983976051,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
toro_rosso,-0.5610860835692527,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
williams,-3.3440744569106213,-finish_position,10.0,0.97,2022,22,Abu Dhabi Grand Prix,103,1708,102
alfa,-2.0815656572965135,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
alphatauri,-0.9755275084060206,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
alpine,0.6349331246301857,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
aston_martin,-0.7926666859067892,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
ferrari,2.767795212294006,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
force_india,-0.13977253401407902,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
haas,-3.493863641363806,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
mclaren,0.08878295264880638,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
mercedes,3.687510502990622,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
racing_point,0.4105223242612021,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
red_bull,3.5015489076369364,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
renault,0.5759896465723483,-finish_position,10.0,0.97,2023,1,Bahrain Grand Prix,104,1725,103
