season,meeting_key,session_key,date,category,flag,message,driver_number,lap_number
2025,1276,9839,2025-12-07T13:47:27+00:00,Other,,CAR 10 (GAS) TIME 1:29.747 DELETED - TRACK LIMITS AT TURN 4 LAP 24 17:38:57,,30
2025,1276,9839,2025-12-07T13:47:51+00:00,Other,,CAR 27 (HUL) TIME 1:30.573 DELETED - TRACK LIMITS AT TURN 1 LAP 29 17:46:09,,30
2025,1276,9839,2025-12-07T13:48:09+00:00,Other,,CAR 12 (ANT) TIME 1:29.821 DELETED - TRACK LIMITS AT TURN 1 LAP 26 17:41:36,,30
2025,1276,9839,2025-12-07T13:48:31+00:00,Other,,CAR 43 (COL) TIME 1:29.652 DELETED - TRACK LIMITS AT TURN 1 LAP 26 17:41:53,,31
2025,1276,9839,2025-12-07T13:48:40+00:00,Flag,BLACK AND WHITE,BLACK AND WHITE FLAG FOR CAR 12 (ANT) - TRACK LIMITS,12.0,31
2025,1276,9839,2025-12-07T13:48:58+00:00,Flag,BLACK AND WHITE,BLACK AND WHITE FLAG FOR CAR 44 (HAM) - TRACK LIMITS,44.0,31
2025,1276,9839,2025-12-07T13:49:07+00:00,Flag,BLACK AND WHITE,BLACK AND WHITE FLAG FOR CAR 10 (GAS) - TRACK LIMITS,10.0,31
2025,1276,9839,2025-12-07T13:49:11+00:00,Flag,BLACK AND WHITE,BLACK AND WHITE FLAG FOR CAR 27 (HUL) - TRACK LIMITS,27.0,31
2025,1276,9839,2025-12-07T13:49:23+00:00,Other,,FIA STEWARDS: TURN 9 INCIDENT INVOLVING CARS 16 (LEC) AND 63 (RUS) REVIEWED NO FURTHER INVESTIGATION - MOVING UNDER BRAKING,,31
2025,1276,9839,2025-12-07T13:49:24+00:00,Other,,CAR 18 (STR) TIME 1:29.860 DELETED - TRACK LIMITS AT TURN 1 LAP 28 17:44:33,,31
2025,1276,9839,2025-12-07T13:52:09+00:00,Other,,CAR 43 (COL) TIME 1:29.915 DELETED - TRACK LIMITS AT TURN 1 LAP 29 17:46:23,,33
2025,1276,9839,2025-12-07T13:52:14+00:00,Other,,CAR 81 (PIA) TIME 1:29.119 DELETED - TRACK LIMITS AT TURN 1 LAP 30 17:46:55,,33
2025,1276,9839,2025-12-07T13:52:19+00:00,Flag,BLACK AND WHITE,BLACK AND WHITE FLAG FOR CAR 43 (COL) - TRACK LIMITS,43.0,33
2025,1276,9839,2025-12-07T13:56:37+00:00,Other,,FIA STEWARDS: PENALTY SERVED - 5 SECOND TIME PENALTY FOR CAR 22 (TSU) - MORE THAN ONE CHANGE OF DIRECTION,,36
2025,1276,9839,2025-12-07T13:56:54+00:00,Other,,INCIDENT INVOLVING CAR 23 (ALB) NOTED - SPEEDING IN THE PIT LANE,,36
2025,1276,9839,2025-12-07T13:59:34+00:00,Other,,FIA STEWARDS: INCIDENT INVOLVING CAR 23 (ALB) UNDER INVESTIGATION - SPEEDING IN THE PIT LANE,,38
2025,1276,9839,2025-12-07T14:00:05+00:00,Other,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 23 (ALB) - SPEEDING IN THE PIT LANE,,38
2025,1276,9839,2025-12-07T14:05:41+00:00,Other,,CAR 6 (HAD) TIME 1:29.381 DELETED - TRACK LIMITS AT TURN 1 LAP 41 18:04:17,,42
2025,1276,9839,2025-12-07T14:07:04+00:00,Other,,CAR 18 (STR) LAP DELETED - TRACK LIMITS AT TURN 1 LAP 42 18:05:33 (PIT),,43
2025,1276,9839,2025-12-07T14:07:05+00:00,Other,,CAR 5 (BOR) TIME 1:30.115 DELETED - TRACK LIMITS AT TURN 1 LAP 39 18:01:09,,43
2025,1276,9839,2025-12-07T14:10:03+00:00,Other,,CAR 31 (OCO) TIME 1:29.244 DELETED - TRACK LIMITS AT TURN 1 LAP 44 18:08:37,,45
2025,1276,9839,2025-12-07T14:10:39+00:00,Other,,CAR 10 (GAS) TIME 1:28.166 DELETED - TRACK LIMITS AT TURN 4 LAP 44 18:09:18,,46
2025,1276,9839,2025-12-07T14:11:00+00:00,Other,,INCIDENT INVOLVING CAR 10 (GAS) NOTED - TRACK LIMITS,,46
2025,1276,9839,2025-12-07T14:11:15+00:00,Other,,FIA STEWARDS: INCIDENT INVOLVING CAR 10 (GAS) UNDER INVESTIGATION - TRACK LIMITS,,46
2025,1276,9839,2025-12-07T14:11:25+00:00,Other,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 10 (GAS) - TRACK LIMITS,,46
2025,1276,9839,2025-12-07T14:13:06+00:00,Other,,CAR 5 (BOR) TIME 1:29.386 DELETED - TRACK LIMITS AT TURN 1 LAP 46 18:11:39,,47
2025,1276,9839,2025-12-07T14:13:56+00:00,Other,,CAR 1 (VER) TIME 1:27.752 DELETED - TRACK LIMITS AT TURN 1 LAP 45 18:09:08,,48
2025,1276,9839,2025-12-07T14:19:26+00:00,Other,,CAR 1 (VER) TIME 1:27.983 DELETED - TRACK LIMITS AT TURN 1 LAP 51 18:17:55,,52
2025,1276,9839,2025-12-07T14:22:08+00:00,Other,,CAR 16 (LEC) TIME 1:27.550 DELETED - TRACK LIMITS AT TURN 1 LAP 52 18:19:49,,53
2025,1276,9839,2025-12-07T14:22:30+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 18:22:29,30.0,54
2025,1276,9839,2025-12-07T14:23:05+00:00,Other,,CAR 16 (LEC) TIME 1:27.550 DELETED - TRACK LIMITS AT TURN 6 LAP 52 18:21:52,,54
2025,1276,9839,2025-12-07T14:25:23+00:00,Other,,CAR 23 (ALB) TIME 1:28.627 DELETED - TRACK LIMITS AT TURN 1 LAP 53 18:22:15,,56
2025,1276,9839,2025-12-07T14:25:43+00:00,Other,,TURN 8 INCIDENT INVOLVING CARS 18 (STR) AND 55 (SAI) NOTED,,56
2025,1276,9839,2025-12-07T14:26:24+00:00,Flag,BLACK AND WHITE,BLACK AND WHITE FLAG FOR CAR 23 (ALB) - TRACK LIMITS,23.0,56
2025,1276,9839,2025-12-07T14:27:28+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 18:27:28,43.0,57
2025,1276,9839,2025-12-07T14:27:57+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 18:27:57,43.0,57
2025,1276,9839,2025-12-07T14:28:03+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 6 (HAD) TIMED AT 18:28:02,6.0,57
2025,1276,9839,2025-12-07T14:28:13+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 18:28:12,43.0,58
2025,1276,9839,2025-12-07T14:28:25+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 18:28:24,43.0,58
2025,1276,9839,2025-12-07T14:28:33+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 18:28:32,43.0,58
2025,1276,9839,2025-12-07T14:28:37+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 18:28:37,43.0,58
2025,1276,9839,2025-12-07T14:28:57+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 18:28:56,43.0,58
2025,1276,9839,2025-12-07T14:29:35+00:00,Flag,CHEQUERED,CHEQUERED FLAG,,58
2025,1276,9839,2025-12-07T14:29:35.236000+00:00,SessionStatus,,SESSION FINISHED,,58
2025,1276,9839,2025-12-07T14:30:37+00:00,Other,,UPDATE: TURN 8 INCIDENT INVOLVING CARS 18 (STR) AND 55 (SAI) NOTED - MORE THAN ONE CHANGE OF DIRECTION,,58
2025,1276,9839,2025-12-07T14:30:48+00:00,Other,,FIA STEWARDS: TURN 8 INCIDENT INVOLVING CARS 18 (STR) AND 55 (SAI) UNDER INVESTIGATION - MORE THAN ONE CHANGE OF DIRECTION,,58
2025,1276,9839,2025-12-07T14:32:24+00:00,Other,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 18 (STR) - MORE THAN ONE CHANGE OF DIRECTION,,58
2025,1276,9839,2025-12-07T14:33:54+00:00,Other,,TURN 8 INCIDENT INVOLVING CARS 87 (BEA) AND 18 (STR) NOTED - MORE THAN ONE CHANGE OF DIRECTION,,58
2025,1276,9839,2025-12-07T14:34:22+00:00,Other,,ALL PASS HOLDERS MAY ACCESS THE PIT LANE,,58
2025,1276,9839,2025-12-07T14:36:32+00:00,Other,,FIA STEWARDS: TURN 8 INCIDENT INVOLVING CARS 87 (BEA) AND 18 (STR) UNDER INVESTIGATION - MORE THAN ONE CHANGE OF DIRECTION,,58
2025,1276,9839,2025-12-07T14:38:08+00:00,Other,,FIA STEWARDS: 5 SECOND TIME PENALTY FOR CAR 87 (BEA) - MORE THAN ONE CHANGE OF DIRECTION,,58
2026,1279,11234,2026-03-08T03:08:08+00:00,Other,,PINK HEAD PADDING MATERIAL MUST BE USED,,0
2026,1279,11234,2026-03-08T03:20:00+00:00,Flag,GREEN,GREEN LIGHT - PIT EXIT OPEN,,1
2026,1279,11234,2026-03-08T03:21:22+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 6,,1
2026,1279,11234,2026-03-08T03:21:25+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 6,,1
2026,1279,11234,2026-03-08T03:21:26+00:00,Flag,YELLOW,YELLOW IN TRACK SECTOR 7,,1
2026,1279,11234,2026-03-08T03:21:50+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 6,,1
2026,1279,11234,2026-03-08T03:21:51+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 7,,1
2026,1279,11234,2026-03-08T03:21:59+00:00,Other,,MEDICAL CAR DEPLOYED,,1
2026,1279,11234,2026-03-08T03:29:59+00:00,Flag,YELLOW,YELLOW IN TRACK SECTOR 20,,1
2026,1279,11234,2026-03-08T03:30:00+00:00,Other,,PIT EXIT CLOSED,,1
2026,1279,11234,2026-03-08T03:30:15+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 20,,1
2026,1279,11234,2026-03-08T03:30:25+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 20,,1
2026,1279,11234,2026-03-08T03:32:26+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 20,,1
2026,1279,11234,2026-03-08T03:33:13+00:00,Other,,INCIDENT INVOLVING CAR 27 (HUL) NOTED - STARTING PROCEDURE INFRINGEMENT,,1
2026,1279,11234,2026-03-08T03:37:53+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 7,,1
2026,1279,11234,2026-03-08T03:37:54+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 6,,1
2026,1279,11234,2026-03-08T03:38:40+00:00,Other,,FIA STEWARDS: INCIDENT INVOLVING CAR 27 (HUL) UNDER INVESTIGATION - STARTING PROCEDURE INFRINGEMENT,,1
2026,1279,11234,2026-03-08T03:40:23+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 15,,1
2026,1279,11234,2026-03-08T03:40:40+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 15,,1
2026,1279,11234,2026-03-08T03:45:10+00:00,Other,,RISK OF RAIN FOR THE F1 RACE IS 0%,,1
2026,1279,11234,2026-03-08T03:55:31+00:00,Other,,FIA STEWARDS: INCIDENT INVOLVING CAR 27 (HUL) NO FURTHER ACTION - STARTING PROCEDURE INFRINGEMENT,,1
2026,1279,11234,2026-03-08T03:57:02+00:00,Other,,OVERTAKE DISABLED,,1
2026,1279,11234,2026-03-08T04:01:21+00:00,Other,,INCIDENT INVOLVING CAR 43 (COL) NOTED - STARTING PROCEDURE INFRINGEMENT,,1
2026,1279,11234,2026-03-08T04:03:26.365000+00:00,SessionStatus,,SESSION STARTED,,1
2026,1279,11234,2026-03-08T04:03:26+00:00,Flag,GREEN,GREEN LIGHT - PIT EXIT OPEN,,1
2026,1279,11234,2026-03-08T04:03:53+00:00,Other,,FIA STEWARDS: INCIDENT INVOLVING CAR 43 (COL) UNDER INVESTIGATION - STARTING PROCEDURE INFRINGEMENT,,1
2026,1279,11234,2026-03-08T04:04:46+00:00,Other,,OVERTAKE ENABLED,,1
2026,1279,11234,2026-03-08T04:11:11+00:00,Other,,CAR 10 (GAS) TIME 1:27.040 DELETED - TRACK LIMITS AT TURN 10 LAP 5 15:10:17,,6
2026,1279,11234,2026-03-08T04:12:27+00:00,Other,,CAR 5 (BOR) TIME 1:27.463 DELETED - TRACK LIMITS AT TURN 3 LAP 6 15:11:11,,7
2026,1279,11234,2026-03-08T04:14:16+00:00,Other,,FIA STEWARDS: STOP-AND-GO PENALTY FOR CAR 43 (COL) - STARTING PROCEDURE INFRINGEMENT,,8
2026,1279,11234,2026-03-08T04:16:10+00:00,Other,,TURN 11 INCIDENT INVOLVING CAR 16 (LEC) NOTED,,9
2026,1279,11234,2026-03-08T04:17:20+00:00,Other,,FIA STEWARDS: TURN 11 INCIDENT INVOLVING CAR 16 (LEC) REVIEWED NO FURTHER INVESTIGATION,,10
2026,1279,11234,2026-03-08T04:19:08+00:00,SafetyCar,,VSC DEPLOYED,,12
2026,1279,11234,2026-03-08T04:19:16+00:00,Flag,YELLOW,YELLOW IN TRACK SECTOR 13,,12
2026,1279,11234,2026-03-08T04:19:19+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 13,,12
2026,1279,11234,2026-03-08T04:20:09+00:00,Other,,MARSHALS ON TRACK AT TURN 9,,12
2026,1279,11234,2026-03-08T04:21:13+00:00,Other,,FIA STEWARDS: PENALTY SERVED - STOP-AND-GO PENALTY FOR CAR 43 (COL) - STARTING PROCEDURE INFRINGEMENT,,13
2026,1279,11234,2026-03-08T04:23:05+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 13,,14
2026,1279,11234,2026-03-08T04:23:07+00:00,SafetyCar,,VSC ENDING,,14
2026,1279,11234,2026-03-08T04:23:19+00:00,Flag,CLEAR,TRACK CLEAR,,14
2026,1279,11234,2026-03-08T04:23:22+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:23:22,77.0,14
2026,1279,11234,2026-03-08T04:23:30+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:23:30,77.0,14
2026,1279,11234,2026-03-08T04:23:35+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:23:35,77.0,14
2026,1279,11234,2026-03-08T04:24:21+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:24:20,77.0,14
2026,1279,11234,2026-03-08T04:25:06+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:25:06,77.0,15
2026,1279,11234,2026-03-08T04:25:27+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:25:26,77.0,15
2026,1279,11234,2026-03-08T04:26:27+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:26:27,77.0,16
2026,1279,11234,2026-03-08T04:26:42+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 77 (BOT) TIMED AT 15:26:41,77.0,16
2026,1279,11234,2026-03-08T04:28:39+00:00,Other,,CAR 23 (ALB) TIME 1:28.434 DELETED - TRACK LIMITS AT TURN 3 LAP 16 15:26:48,,18
2026,1279,11234,2026-03-08T04:29:38+00:00,Flag,YELLOW,YELLOW IN TRACK SECTOR 20,,18
2026,1279,11234,2026-03-08T04:29:52+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:29:51,18.0,18
2026,1279,11234,2026-03-08T04:29:55+00:00,SafetyCar,,VSC DEPLOYED,,18
2026,1279,11234,2026-03-08T04:31:16+00:00,Other,,PIT LANE ENTRY CLOSED,,19
2026,1279,11234,2026-03-08T04:31:17+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 20,,19
2026,1279,11234,2026-03-08T04:32:04+00:00,Other,,MARSHALS ON TRACK AT PIT ENTRY,,20
2026,1279,11234,2026-03-08T04:32:21+00:00,Other,,PIT LANE ENTRY OPEN,,20
2026,1279,11234,2026-03-08T04:32:26+00:00,SafetyCar,,VSC ENDING,,20
2026,1279,11234,2026-03-08T04:32:39+00:00,Flag,CLEAR,TRACK CLEAR,,20
2026,1279,11234,2026-03-08T04:32:43+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:32:43,18.0,20
2026,1279,11234,2026-03-08T04:32:56+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:32:55,18.0,20
2026,1279,11234,2026-03-08T04:34:21+00:00,Other,,TURN 11 INCIDENT INVOLVING CARS 11 (PER) AND 30 (LAW) NOTED - FORCING ANOTHER DRIVER OFF THE TRACK,,21
2026,1279,11234,2026-03-08T04:34:33+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:34:33,18.0,21
2026,1279,11234,2026-03-08T04:35:08+00:00,Other,,CAR 30 (LAW) TIME 1:29.919 DELETED - TRACK LIMITS AT TURN 3 LAP 16 15:26:58,,22
2026,1279,11234,2026-03-08T04:36:04+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:36:03,11.0,22
2026,1279,11234,2026-03-08T04:36:20+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:36:20,18.0,22
2026,1279,11234,2026-03-08T04:36:27+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:36:26,11.0,23
2026,1279,11234,2026-03-08T04:36:59+00:00,Other,,TURN 3 INCIDENT INVOLVING CARS 31 (OCO) AND 10 (GAS) NOTED,,23
2026,1279,11234,2026-03-08T04:37:32+00:00,Other,,FIA STEWARDS: TURN 11 INCIDENT INVOLVING CARS 11 (PER) AND 30 (LAW) UNDER INVESTIGATION - FORCING ANOTHER DRIVER OFF THE TRACK,,23
2026,1279,11234,2026-03-08T04:37:37+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:37:36,11.0,23
2026,1279,11234,2026-03-08T04:38:30+00:00,Other,,FIA STEWARDS: TURN 3 INCIDENT INVOLVING CARS 31 (OCO) AND 10 (GAS) UNDER INVESTIGATION,,24
2026,1279,11234,2026-03-08T04:39:47+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:39:46,11.0,25
2026,1279,11234,2026-03-08T04:39:56+00:00,Other,,INCIDENT INVOLVING CAR 31 (OCO) NOTED - DRIVING UNNECESSARILY SLOWLY,,25
2026,1279,11234,2026-03-08T04:40:49+00:00,Other,,FIA STEWARDS: TURN 11 INCIDENT INVOLVING CARS 11 (PER) AND 30 (LAW) NO FURTHER ACTION - FORCING ANOTHER DRIVER OFF THE TRACK,,26
2026,1279,11234,2026-03-08T04:41:47+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:41:46,18.0,26
2026,1279,11234,2026-03-08T04:42:24+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:42:24,11.0,27
2026,1279,11234,2026-03-08T04:42:47+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:42:46,18.0,27
2026,1279,11234,2026-03-08T04:43:19+00:00,Other,,INCIDENT INVOLVING CAR 11 (PER) NOTED - IGNORING BLUE FLAGS,,27
2026,1279,11234,2026-03-08T04:44:00+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:43:59,11.0,28
2026,1279,11234,2026-03-08T04:44:40+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:44:39,18.0,28
2026,1279,11234,2026-03-08T04:45:10+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:45:10,11.0,29
2026,1279,11234,2026-03-08T04:46:00+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:45:59,43.0,29
2026,1279,11234,2026-03-08T04:46:04+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:46:03,43.0,29
2026,1279,11234,2026-03-08T04:46:12+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:46:11,11.0,30
2026,1279,11234,2026-03-08T04:46:55+00:00,Other,,FIA STEWARDS: INCIDENT INVOLVING CAR 31 (OCO) WILL BE INVESTIGATED AFTER THE RACE - DRIVING UNNECESSARILY SLOWLY,,30
2026,1279,11234,2026-03-08T04:48:24+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:48:24,14.0,31
2026,1279,11234,2026-03-08T04:48:52+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:48:52,43.0,31
2026,1279,11234,2026-03-08T04:49:32+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:49:31,18.0,32
2026,1279,11234,2026-03-08T04:50:30+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:50:29,14.0,33
2026,1279,11234,2026-03-08T04:50:30+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:50:29,11.0,33
2026,1279,11234,2026-03-08T04:50:40+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:50:39,11.0,33
2026,1279,11234,2026-03-08T04:50:47+00:00,Other,,FIA STEWARDS: TURN 3 INCIDENT INVOLVING CARS 31 (OCO) AND 10 (GAS) NO FURTHER ACTION,,33
2026,1279,11234,2026-03-08T04:51:23+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:51:22,11.0,33
2026,1279,11234,2026-03-08T04:51:26+00:00,Other,,TRACK SURFACE SLIPPERY IN TRACK SECTOR 13,,33
2026,1279,11234,2026-03-08T04:51:34+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:51:34,11.0,33
2026,1279,11234,2026-03-08T04:51:48+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:51:47,18.0,34
2026,1279,11234,2026-03-08T04:52:20+00:00,SafetyCar,,VSC DEPLOYED,,34
2026,1279,11234,2026-03-08T04:52:20+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 13,,34
2026,1279,11234,2026-03-08T04:52:23+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 13,,34
2026,1279,11234,2026-03-08T04:52:28+00:00,Other,,MARSHALS ON TRACK AT TURN 8,,34
2026,1279,11234,2026-03-08T04:52:37+00:00,Flag,DOUBLE YELLOW,DOUBLE YELLOW IN TRACK SECTOR 12,,34
2026,1279,11234,2026-03-08T04:52:55+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 13,,34
2026,1279,11234,2026-03-08T04:52:56+00:00,Flag,CLEAR,CLEAR IN TRACK SECTOR 12,,34
2026,1279,11234,2026-03-08T04:52:58+00:00,SafetyCar,,VSC ENDING,,34
2026,1279,11234,2026-03-08T04:53:11+00:00,Flag,CLEAR,TRACK CLEAR,,34
2026,1279,11234,2026-03-08T04:53:12+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 14 (ALO) TIMED AT 15:53:11,14.0,34
2026,1279,11234,2026-03-08T04:53:24+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:53:24,43.0,35
2026,1279,11234,2026-03-08T04:53:27+00:00,Other,,FIA STEWARDS: INCIDENT INVOLVING CAR 11 (PER) REVIEWED NO FURTHER INVESTIGATION - IGNORING BLUE FLAGS,,35
2026,1279,11234,2026-03-08T04:53:36+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 15:53:36,23.0,35
2026,1279,11234,2026-03-08T04:54:34+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 15:54:34,55.0,35
2026,1279,11234,2026-03-08T04:55:18+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 18 (STR) TIMED AT 15:55:17,18.0,36
2026,1279,11234,2026-03-08T04:55:33+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:55:32,30.0,36
2026,1279,11234,2026-03-08T04:56:10+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:56:10,11.0,37
2026,1279,11234,2026-03-08T04:56:27+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:56:26,11.0,37
2026,1279,11234,2026-03-08T04:56:33+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 30 (LAW) TIMED AT 15:56:33,30.0,37
2026,1279,11234,2026-03-08T04:57:09+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 15:57:08,43.0,37
2026,1279,11234,2026-03-08T04:57:39+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 15:57:39,11.0,38
2026,1279,11234,2026-03-08T05:00:05+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:00:04,23.0,39
2026,1279,11234,2026-03-08T05:01:24+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:01:23,55.0,40
2026,1279,11234,2026-03-08T05:01:43+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:01:42,55.0,41
2026,1279,11234,2026-03-08T05:01:58+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 43 (COL) TIMED AT 16:01:57,43.0,41
2026,1279,11234,2026-03-08T05:02:46+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 23 (ALB) TIMED AT 16:02:46,23.0,41
2026,1279,11234,2026-03-08T05:03:10+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:03:10,11.0,42
2026,1279,11234,2026-03-08T05:04:40+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:04:39,11.0,43
2026,1279,11234,2026-03-08T05:07:13+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:07:12,11.0,45
2026,1279,11234,2026-03-08T05:07:53+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:07:53,31.0,45
2026,1279,11234,2026-03-08T05:08:07+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 31 (OCO) TIMED AT 16:08:06,31.0,45
2026,1279,11234,2026-03-08T05:08:22+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 11 (PER) TIMED AT 16:08:21,11.0,45
2026,1279,11234,2026-03-08T05:08:38+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:08:37,10.0,46
2026,1279,11234,2026-03-08T05:08:53+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 10 (GAS) TIMED AT 16:08:53,10.0,46
2026,1279,11234,2026-03-08T05:10:34+00:00,Flag,BLUE,WAVED BLUE FLAG FOR CAR 55 (SAI) TIMED AT 16:10:34,55.0,47
