Driver,LapNumber,LapTime,Sector1Time,Sector2Time,Sector3Time,Compound,TyreLife,Stint,season,round
PER,52.0,0 days 00:01:36.089000,0 days 00:00:30.825000,0 days 00:00:41.519000,0 days 00:00:23.745000,SOFT,12.0,4.0,2022,1
PER,53.0,0 days 00:01:36.113000,0 days 00:00:30.794000,0 days 00:00:41.527000,0 days 00:00:23.792000,SOFT,13.0,4.0,2022,1
PER,54.0,0 days 00:01:36.755000,0 days 00:00:30.895000,0 days 00:00:41.788000,0 days 00:00:24.072000,SOFT,14.0,4.0,2022,1
PER,55.0,0 days 00:01:36.436000,0 days 00:00:30.854000,0 days 00:00:41.704000,0 days 00:00:23.878000,SOFT,15.0,4.0,2022,1
PER,56.0,0 days 00:01:36.286000,0 days 00:00:30.819000,0 days 00:00:41.552000,0 days 00:00:23.915000,SOFT,16.0,4.0,2022,1
PER,57.0,,,,,SOFT,17.0,4.0,2022,1
ALO,1.0,0 days 00:01:45.174000,,0 days 00:00:44.252000,0 days 00:00:24.810000,SOFT,4.0,1.0,2022,1
ALO,2.0,0 days 00:01:40.412000,0 days 00:00:32.208000,0 days 00:00:43.527000,0 days 00:00:24.677000,SOFT,5.0,1.0,2022,1
ALO,3.0,0 days 00:01:40.226000,0 days 00:00:32.073000,0 days 00:00:43.487000,0 days 00:00:24.666000,SOFT,6.0,1.0,2022,1
ALO,4.0,0 days 00:01:40.097000,0 days 00:00:32.043000,0 days 00:00:43.300000,0 days 00:00:24.754000,SOFT,7.0,1.0,2022,1
ALO,5.0,0 days 00:01:40.465000,0 days 00:00:32.045000,0 days 00:00:43.554000,0 days 00:00:24.866000,SOFT,8.0,1.0,2022,1
ALO,6.0,0 days 00:01:40.658000,0 days 00:00:32.105000,0 days 00:00:43.625000,0 days 00:00:24.928000,SOFT,9.0,1.0,2022,1
ALO,7.0,0 days 00:01:40.823000,0 days 00:00:32.196000,0 days 00:00:43.680000,0 days 00:00:24.947000,SOFT,10.0,1.0,2022,1
ALO,8.0,0 days 00:01:42.371000,0 days 00:00:32.863000,0 days 00:00:44.324000,0 days 00:00:25.184000,SOFT,11.0,1.0,2022,1
ALO,9.0,0 days 00:01:41.448000,0 days 00:00:32.246000,0 days 00:00:44.097000,0 days 00:00:25.105000,SOFT,12.0,1.0,2022,1
ALO,10.0,0 days 00:01:41.873000,0 days 00:00:32.304000,0 days 00:00:44.451000,0 days 00:00:25.118000,SOFT,13.0,1.0,2022,1
ALO,11.0,0 days 00:01:44.265000,0 days 00:00:32.531000,0 days 00:00:44.105000,0 days 00:00:27.629000,SOFT,14.0,1.0,2022,1
ALO,12.0,0 days 00:02:00.053000,0 days 00:00:53.203000,0 days 00:00:42.623000,0 days 00:00:24.227000,MEDIUM,1.0,2.0,2022,1
ALO,13.0,0 days 00:01:39.050000,0 days 00:00:31.641000,0 days 00:00:43.009000,0 days 00:00:24.400000,MEDIUM,2.0,2.0,2022,1
ALO,14.0,0 days 00:01:39.704000,0 days 00:00:31.772000,0 days 00:00:43.480000,0 days 00:00:24.452000,MEDIUM,3.0,2.0,2022,1
ALO,15.0,0 days 00:01:40.256000,0 days 00:00:32.146000,0 days 00:00:43.439000,0 days 00:00:24.671000,MEDIUM,4.0,2.0,2022,1
ALO,16.0,0 days 00:01:40.572000,0 days 00:00:31.432000,0 days 00:00:44.539000,0 days 00:00:24.601000,MEDIUM,5.0,2.0,2022,1
ALO,17.0,0 days 00:01:39.434000,0 days 00:00:31.784000,0 days 00:00:43.161000,0 days 00:00:24.489000,MEDIUM,6.0,2.0,2022,1
ALO,18.0,0 days 00:01:39.809000,0 days 00:00:31.857000,0 days 00:00:43.465000,0 days 00:00:24.487000,MEDIUM,7.0,2.0,2022,1
ALO,19.0,0 days 00:01:39.785000,0 days 00:00:31.849000,0 days 00:00:43.369000,0 days 00:00:24.567000,MEDIUM,8.0,2.0,2022,1
ALO,20.0,0 days 00:01:39.874000,0 days 00:00:31.875000,0 days 00:00:43.342000,0 days 00:00:24.657000,MEDIUM,9.0,2.0,2022,1
ALO,21.0,0 days 00:01:40.087000,0 days 00:00:32.038000,0 days 00:00:43.401000,0 days 00:00:24.648000,MEDIUM,10.0,2.0,2022,1
ALO,22.0,0 days 00:01:40.504000,0 days 00:00:32.011000,0 days 00:00:43.827000,0 days 00:00:24.666000,MEDIUM,11.0,2.0,2022,1
ALO,23.0,0 days 00:01:39.922000,0 days 00:00:31.933000,0 days 00:00:43.250000,0 days 00:00:24.739000,MEDIUM,12.0,2.0,2022,1
ALO,24.0,0 days 00:01:40.496000,0 days 00:00:32.115000,0 days 00:00:43.613000,0 days 00:00:24.768000,MEDIUM,13.0,2.0,2022,1
ALO,25.0,0 days 00:01:42.836000,0 days 00:00:31.989000,0 days 00:00:43.790000,0 days 00:00:27.057000,MEDIUM,14.0,2.0,2022,1
ALO,26.0,0 days 00:02:00.922000,0 days 00:00:53.394000,0 days 00:00:43.439000,0 days 00:00:24.089000,HARD,1.0,3.0,2022,1
ALO,27.0,0 days 00:01:37.995000,0 days 00:00:31.537000,0 days 00:00:42.402000,0 days 00:00:24.056000,HARD,2.0,3.0,2022,1
ALO,28.0,0 days 00:01:38.908000,0 days 00:00:31.621000,0 days 00:00:43.090000,0 days 00:00:24.197000,HARD,3.0,3.0,2022,1
ALO,29.0,0 days 00:01:38.680000,0 days 00:00:31.615000,0 days 00:00:42.799000,0 days 00:00:24.266000,HARD,4.0,3.0,2022,1
ALO,30.0,0 days 00:01:38.626000,0 days 00:00:31.410000,0 days 00:00:42.884000,0 days 00:00:24.332000,HARD,5.0,3.0,2022,1
ALO,31.0,0 days 00:01:38.958000,0 days 00:00:31.833000,0 days 00:00:42.805000,0 days 00:00:24.320000,HARD,6.0,3.0,2022,1
ALO,32.0,0 days 00:01:39.153000,0 days 00:00:31.722000,0 days 00:00:43.088000,0 days 00:00:24.343000,HARD,7.0,3.0,2022,1
ALO,33.0,0 days 00:01:39.686000,0 days 00:00:31.906000,0 days 00:00:43.345000,0 days 00:00:24.435000,HARD,8.0,3.0,2022,1
ALO,34.0,0 days 00:01:39.208000,0 days 00:00:31.777000,0 days 00:00:43.026000,0 days 00:00:24.405000,HARD,9.0,3.0,2022,1
ALO,35.0,0 days 00:01:39.214000,0 days 00:00:31.782000,0 days 00:00:43.037000,0 days 00:00:24.395000,HARD,10.0,3.0,2022,1
ALO,36.0,0 days 00:01:39.389000,0 days 00:00:31.840000,0 days 00:00:43.098000,0 days 00:00:24.451000,HARD,11.0,3.0,2022,1
ALO,37.0,0 days 00:01:39.426000,0 days 00:00:31.847000,0 days 00:00:43.040000,0 days 00:00:24.539000,HARD,12.0,3.0,2022,1
ALO,38.0,0 days 00:01:40.034000,0 days 00:00:32.059000,0 days 00:00:43.299000,0 days 00:00:24.676000,HARD,13.0,3.0,2022,1
ALO,39.0,0 days 00:01:40.009000,0 days 00:00:31.896000,0 days 00:00:43.590000,0 days 00:00:24.523000,HARD,14.0,3.0,2022,1
ALO,40.0,0 days 00:01:40.295000,0 days 00:00:32.088000,0 days 00:00:43.517000,0 days 00:00:24.690000,HARD,15.0,3.0,2022,1
ALO,41.0,0 days 00:01:39.854000,0 days 00:00:31.903000,0 days 00:00:43.357000,0 days 00:00:24.594000,HARD,16.0,3.0,2022,1
ALO,42.0,0 days 00:01:42.925000,0 days 00:00:31.981000,0 days 00:00:43.665000,0 days 00:00:27.279000,HARD,17.0,3.0,2022,1
ALO,43.0,0 days 00:01:57.366000,0 days 00:00:51.661000,0 days 00:00:41.966000,0 days 00:00:23.739000,SOFT,1.0,4.0,2022,1
ALO,44.0,0 days 00:01:36.733000,0 days 00:00:31.065000,0 days 00:00:41.855000,0 days 00:00:23.813000,SOFT,2.0,4.0,2022,1
ALO,45.0,0 days 00:02:07.867000,0 days 00:00:39.722000,0 days 00:00:54.815000,0 days 00:00:33.330000,SOFT,3.0,4.0,2022,1
ALO,46.0,0 days 00:02:10.714000,0 days 00:00:40.441000,0 days 00:00:56.927000,0 days 00:00:33.346000,SOFT,4.0,4.0,2022,1
ALO,47.0,0 days 00:01:51.463000,0 days 00:00:36.484000,0 days 00:00:48.707000,0 days 00:00:26.272000,SOFT,5.0,4.0,2022,1
ALO,48.0,0 days 00:01:45.574000,0 days 00:00:33.956000,0 days 00:00:46.205000,0 days 00:00:25.413000,SOFT,6.0,4.0,2022,1
ALO,49.0,0 days 00:01:53.977000,0 days 00:00:33.127000,0 days 00:00:46.840000,0 days 00:00:34.010000,SOFT,7.0,4.0,2022,1
ALO,50.0,0 days 00:02:13.261000,0 days 00:00:42.073000,0 days 00:00:55.761000,0 days 00:00:35.427000,SOFT,8.0,4.0,2022,1
ALO,51.0,0 days 00:01:39.006000,0 days 00:00:31.587000,0 days 00:00:43.468000,0 days 00:00:23.951000,SOFT,9.0,4.0,2022,1
ALO,52.0,0 days 00:01:37.538000,0 days 00:00:31.292000,0 days 00:00:42.145000,0 days 00:00:24.101000,SOFT,10.0,4.0,2022,1
ALO,53.0,0 days 00:01:37.396000,0 days 00:00:31.322000,0 days 00:00:42.100000,0 days 00:00:23.974000,SOFT,11.0,4.0,2022,1
ALO,54.0,0 days 00:01:37.303000,0 days 00:00:31.171000,0 days 00:00:42.093000,0 days 00:00:24.039000,SOFT,12.0,4.0,2022,1
ALO,55.0,0 days 00:01:37.672000,0 days 00:00:31.239000,0 days 00:00:42.303000,0 days 00:00:24.130000,SOFT,13.0,4.0,2022,1
ALO,56.0,0 days 00:01:37.642000,0 days 00:00:31.263000,0 days 00:00:42.318000,0 days 00:00:24.061000,SOFT,14.0,4.0,2022,1
ALO,57.0,0 days 00:01:38.986000,0 days 00:00:32.243000,0 days 00:00:42.566000,0 days 00:00:24.177000,SOFT,15.0,4.0,2022,1
LEC,1.0,0 days 00:01:39.070000,,0 days 00:00:42.120000,0 days 00:00:23.984000,SOFT,1.0,1.0,2022,1
LEC,2.0,0 days 00:01:37.853000,0 days 00:00:31.582000,0 days 00:00:42.159000,0 days 00:00:24.112000,SOFT,2.0,1.0,2022,1
LEC,3.0,0 days 00:01:38.272000,0 days 00:00:31.635000,0 days 00:00:42.404000,0 days 00:00:24.233000,SOFT,3.0,1.0,2022,1
LEC,4.0,0 days 00:01:38.414000,0 days 00:00:31.619000,0 days 00:00:42.482000,0 days 00:00:24.313000,SOFT,4.0,1.0,2022,1
LEC,5.0,0 days 00:01:38.471000,0 days 00:00:31.590000,0 days 00:00:42.565000,0 days 00:00:24.316000,SOFT,5.0,1.0,2022,1
LEC,6.0,0 days 00:01:38.712000,0 days 00:00:31.627000,0 days 00:00:42.652000,0 days 00:00:24.433000,SOFT,6.0,1.0,2022,1
LEC,7.0,0 days 00:01:38.835000,0 days 00:00:31.589000,0 days 00:00:42.750000,0 days 00:00:24.496000,SOFT,7.0,1.0,2022,1
LEC,8.0,0 days 00:01:38.951000,0 days 00:00:31.744000,0 days 00:00:42.811000,0 days 00:00:24.396000,SOFT,8.0,1.0,2022,1
LEC,9.0,0 days 00:01:38.807000,0 days 00:00:31.674000,0 days 00:00:42.665000,0 days 00:00:24.468000,SOFT,9.0,1.0,2022,1
LEC,10.0,0 days 00:01:39.123000,0 days 00:00:31.789000,0 days 00:00:42.769000,0 days 00:00:24.565000,SOFT,10.0,1.0,2022,1
LEC,11.0,0 days 00:01:39.306000,0 days 00:00:31.828000,0 days 00:00:42.940000,0 days 00:00:24.538000,SOFT,11.0,1.0,2022,1
LEC,12.0,0 days 00:01:39.256000,0 days 00:00:31.879000,0 days 00:00:42.818000,0 days 00:00:24.559000,SOFT,12.0,1.0,2022,1
LEC,13.0,0 days 00:01:39.279000,0 days 00:00:31.805000,0 days 00:00:42.910000,0 days 00:00:24.564000,SOFT,13.0,1.0,2022,1
LEC,14.0,0 days 00:01:39.629000,0 days 00:00:31.939000,0 days 00:00:43.019000,0 days 00:00:24.671000,SOFT,14.0,1.0,2022,1
LEC,15.0,0 days 00:01:42.041000,0 days 00:00:31.789000,0 days 00:00:43.159000,0 days 00:00:27.093000,SOFT,15.0,1.0,2022,1
LEC,16.0,0 days 00:01:57.660000,0 days 00:00:52.159000,0 days 00:00:41.644000,0 days 00:00:23.857000,SOFT,4.0,2.0,2022,1
LEC,17.0,0 days 00:01:37.520000,0 days 00:00:31.454000,0 days 00:00:42.077000,0 days 00:00:23.989000,SOFT,5.0,2.0,2022,1
LEC,18.0,0 days 00:01:37.634000,0 days 00:00:31.582000,0 days 00:00:42.018000,0 days 00:00:24.034000,SOFT,6.0,2.0,2022,1
LEC,19.0,0 days 00:01:37.408000,0 days 00:00:31.456000,0 days 00:00:41.903000,0 days 00:00:24.049000,SOFT,7.0,2.0,2022,1
LEC,20.0,0 days 00:01:37.562000,0 days 00:00:31.353000,0 days 00:00:42.110000,0 days 00:00:24.099000,SOFT,8.0,2.0,2022,1
LEC,21.0,0 days 00:01:37.807000,0 days 00:00:31.418000,0 days 00:00:42.200000,0 days 00:00:24.189000,SOFT,9.0,2.0,2022,1
LEC,22.0,0 days 00:01:37.752000,0 days 00:00:31.408000,0 days 00:00:42.205000,0 days 00:00:24.139000,SOFT,10.0,2.0,2022,1
LEC,23.0,0 days 00:01:37.774000,0 days 00:00:31.385000,0 days 00:00:42.194000,0 days 00:00:24.195000,SOFT,11.0,2.0,2022,1
LEC,24.0,0 days 00:01:37.913000,0 days 00:00:31.367000,0 days 00:00:42.316000,0 days 00:00:24.230000,SOFT,12.0,2.0,2022,1
LEC,25.0,0 days 00:01:38.061000,0 days 00:00:31.403000,0 days 00:00:42.332000,0 days 00:00:24.326000,SOFT,13.0,2.0,2022,1
LEC,26.0,0 days 00:01:38.371000,0 days 00:00:31.469000,0 days 00:00:42.480000,0 days 00:00:24.422000,SOFT,14.0,2.0,2022,1
LEC,27.0,0 days 00:01:38.785000,0 days 00:00:31.632000,0 days 00:00:42.717000,0 days 00:00:24.436000,SOFT,15.0,2.0,2022,1
LEC,28.0,0 days 00:01:39.051000,0 days 00:00:31.676000,0 days 00:00:42.876000,0 days 00:00:24.499000,SOFT,16.0,2.0,2022,1
LEC,29.0,0 days 00:01:38.887000,0 days 00:00:31.633000,0 days 00:00:42.753000,0 days 00:00:24.501000,SOFT,17.0,2.0,2022,1
LEC,30.0,0 days 00:01:39.354000,0 days 00:00:31.675000,0 days 00:00:43.019000,0 days 00:00:24.660000,SOFT,18.0,2.0,2022,1
LEC,31.0,0 days 00:01:41.545000,0 days 00:00:31.577000,0 days 00:00:42.878000,0 days 00:00:27.090000,SOFT,19.0,2.0,2022,1
LEC,32.0,0 days 00:01:56.325000,0 days 00:00:51.729000,0 days 00:00:40.914000,0 days 00:00:23.682000,MEDIUM,1.0,3.0,2022,1
LEC,33.0,0 days 00:01:36.674000,0 days 00:00:31.116000,0 days 00:00:41.828000,0 days 00:00:23.730000,MEDIUM,2.0,3.0,2022,1
LEC,34.0,0 days 00:01:36.399000,0 days 00:00:31.066000,0 days 00:00:41.620000,0 days 00:00:23.713000,MEDIUM,3.0,3.0,2022,1
LEC,35.0,0 days 00:01:36.501000,0 days 00:00:30.873000,0 days 00:00:41.843000,0 days 00:00:23.785000,MEDIUM,4.0,3.0,2022,1
LEC,36.0,0 days 00:01:36.561000,0 days 00:00:31.076000,0 days 00:00:41.698000,0 days 00:00:23.787000,MEDIUM,5.0,3.0,2022,1
LEC,37.0,0 days 00:01:36.663000,0 days 00:00:31.145000,0 days 00:00:41.699000,0 days 00:00:23.819000,MEDIUM,6.0,3.0,2022,1
LEC,38.0,0 days 00:01:36.623000,0 days 00:00:31.081000,0 days 00:00:41.761000,0 days 00:00:23.781000,MEDIUM,7.0,3.0,2022,1
LEC,39.0,0 days 00:01:36.939000,0 days 00:00:31.213000,0 days 00:00:41.797000,0 days 00:00:23.929000,MEDIUM,8.0,3.0,2022,1
LEC,40.0,0 days 00:01:36.807000,0 days 00:00:31.091000,0 days 00:00:41.824000,0 days 00:00:23.892000,MEDIUM,9.0,3.0,2022,1
LEC,41.0,0 days 00:01:37.044000,0 days 00:00:31.241000,0 days 00:00:41.922000,0 days 00:00:23.881000,MEDIUM,10.0,3.0,2022,1
LEC,42.0,0 days 00:01:37.040000,0 days 00:00:31.086000,0 days 00:00:41.956000,0 days 00:00:23.998000,MEDIUM,11.0,3.0,2022,1
LEC,43.0,0 days 00:01:37.346000,0 days 00:00:31.339000,0 days 00:00:42.123000,0 days 00:00:23.884000,MEDIUM,12.0,3.0,2022,1
LEC,44.0,0 days 00:01:37.509000,0 days 00:00:31.351000,0 days 00:00:42.070000,0 days 00:00:24.088000,MEDIUM,13.0,3.0,2022,1
LEC,45.0,0 days 00:01:37.413000,0 days 00:00:31.297000,0 days 00:00:42.090000,0 days 00:00:24.026000,MEDIUM,14.0,3.0,2022,1
LEC,46.0,0 days 00:02:05.151000,0 days 00:00:31.406000,0 days 00:00:58.116000,0 days 00:00:35.629000,MEDIUM,15.0,3.0,2022,1
LEC,47.0,,0 days 00:00:59.861000,0 days 00:01:01.262000,0 days 00:00:42.723000,SOFT,4.0,4.0,2022,1
LEC,48.0,,0 days 00:00:54.812000,0 days 00:01:02.723000,0 days 00:00:33.829000,SOFT,5.0,4.0,2022,1
LEC,49.0,0 days 00:02:26.221000,0 days 00:00:43.547000,0 days 00:01:08.540000,0 days 00:00:34.134000,SOFT,6.0,4.0,2022,1
LEC,50.0,0 days 00:02:24.429000,0 days 00:00:44.857000,0 days 00:00:59.538000,0 days 00:00:40.034000,SOFT,7.0,4.0,2022,1
LEC,51.0,0 days 00:01:34.570000,0 days 00:00:30.439000,0 days 00:00:40.732000,0 days 00:00:23.399000,SOFT,8.0,4.0,2022,1
LEC,52.0,0 days 00:01:35.027000,0 days 00:00:30.709000,0 days 00:00:40.854000,0 days 00:00:23.464000,SOFT,9.0,4.0,2022,1
LEC,53.0,0 days 00:01:35.127000,0 days 00:00:30.661000,0 days 00:00:40.910000,0 days 00:00:23.556000,SOFT,10.0,4.0,2022,1
LEC,54.0,0 days 00:01:35.429000,0 days 00:00:30.769000,0 days 00:00:41.126000,0 days 00:00:23.534000,SOFT,11.0,4.0,2022,1
LEC,55.0,0 days 00:01:35.427000,0 days 00:00:30.818000,0 days 00:00:41.043000,0 days 00:00:23.566000,SOFT,12.0,4.0,2022,1
LEC,56.0,0 days 00:01:35.673000,0 days 00:00:30.859000,0 days 00:00:41.191000,0 days 00:00:23.623000,SOFT,13.0,4.0,2022,1
LEC,57.0,0 days 00:01:36.373000,0 days 00:00:30.927000,0 days 00:00:41.677000,0 days 00:00:23.769000,SOFT,14.0,4.0,2022,1
STR,1.0,0 days 00:01:50.439000,,0 days 00:00:47.076000,0 days 00:00:25.303000,SOFT,1.0,1.0,2022,1
STR,2.0,0 days 00:01:41.019000,0 days 00:00:32.331000,0 days 00:00:43.771000,0 days 00:00:24.917000,SOFT,2.0,1.0,2022,1
STR,3.0,0 days 00:01:40.887000,0 days 00:00:32.067000,0 days 00:00:43.767000,0 days 00:00:25.053000,SOFT,3.0,1.0,2022,1
STR,4.0,0 days 00:01:41.931000,0 days 00:00:32.084000,0 days 00:00:44.631000,0 days 00:00:25.216000,SOFT,4.0,1.0,2022,1
STR,5.0,0 days 00:01:41.715000,0 days 00:00:31.953000,0 days 00:00:44.456000,0 days 00:00:25.306000,SOFT,5.0,1.0,2022,1
STR,6.0,0 days 00:01:41.897000,0 days 00:00:32.385000,0 days 00:00:44.303000,0 days 00:00:25.209000,SOFT,6.0,1.0,2022,1
STR,7.0,0 days 00:01:41.827000,0 days 00:00:32.307000,0 days 00:00:44.478000,0 days 00:00:25.042000,SOFT,7.0,1.0,2022,1
STR,8.0,0 days 00:01:42.174000,0 days 00:00:31.962000,0 days 00:00:44.822000,0 days 00:00:25.390000,SOFT,8.0,1.0,2022,1
STR,9.0,0 days 00:01:41.557000,0 days 00:00:32.113000,0 days 00:00:44.241000,0 days 00:00:25.203000,SOFT,9.0,1.0,2022,1
STR,10.0,0 days 00:01:42.350000,0 days 00:00:32.261000,0 days 00:00:44.915000,0 days 00:00:25.174000,SOFT,10.0,1.0,2022,1
STR,11.0,0 days 00:01:42.343000,0 days 00:00:32.581000,0 days 00:00:44.481000,0 days 00:00:25.281000,SOFT,11.0,1.0,2022,1
STR,12.0,0 days 00:01:42.462000,0 days 00:00:32.664000,0 days 00:00:44.565000,0 days 00:00:25.233000,SOFT,12.0,1.0,2022,1
STR,13.0,0 days 00:01:42.235000,0 days 00:00:32.616000,0 days 00:00:44.465000,0 days 00:00:25.154000,SOFT,13.0,1.0,2022,1
STR,14.0,0 days 00:01:41.803000,0 days 00:00:32.472000,0 days 00:00:44.108000,0 days 00:00:25.223000,SOFT,14.0,1.0,2022,1
STR,15.0,0 days 00:01:41.875000,0 days 00:00:32.419000,0 days 00:00:44.299000,0 days 00:00:25.157000,SOFT,15.0,1.0,2022,1
STR,16.0,0 days 00:01:42.592000,0 days 00:00:32.711000,0 days 00:00:44.690000,0 days 00:00:25.191000,SOFT,16.0,1.0,2022,1
STR,17.0,0 days 00:01:41.858000,0 days 00:00:32.588000,0 days 00:00:44.184000,0 days 00:00:25.086000,SOFT,17.0,1.0,2022,1
STR,18.0,0 days 00:01:44.384000,0 days 00:00:32.402000,0 days 00:00:44.201000,0 days 00:00:27.781000,SOFT,18.0,1.0,2022,1
STR,19.0,0 days 00:02:00.651000,0 days 00:00:53.526000,0 days 00:00:42.757000,0 days 00:00:24.368000,SOFT,1.0,2.0,2022,1
STR,20.0,0 days 00:01:38.940000,0 days 00:00:31.605000,0 days 00:00:42.987000,0 days 00:00:24.348000,SOFT,2.0,2.0,2022,1
STR,21.0,0 days 00:01:38.713000,0 days 00:00:31.143000,0 days 00:00:43.177000,0 days 00:00:24.393000,SOFT,3.0,2.0,2022,1
STR,22.0,0 days 00:01:39.655000,0 days 00:00:32.038000,0 days 00:00:43.112000,0 days 00:00:24.505000,SOFT,4.0,2.0,2022,1
STR,23.0,0 days 00:01:39.811000,0 days 00:00:32.061000,0 days 00:00:43.089000,0 days 00:00:24.661000,SOFT,5.0,2.0,2022,1
STR,24.0,0 days 00:01:39.887000,0 days 00:00:31.761000,0 days 00:00:43.578000,0 days 00:00:24.548000,SOFT,6.0,2.0,2022,1
STR,25.0,0 days 00:01:39.774000,0 days 00:00:31.961000,0 days 00:00:43.215000,0 days 00:00:24.598000,SOFT,7.0,2.0,2022,1
STR,26.0,0 days 00:01:40.445000,0 days 00:00:32.097000,0 days 00:00:43.726000,0 days 00:00:24.622000,SOFT,8.0,2.0,2022,1
STR,27.0,0 days 00:01:40.371000,0 days 00:00:31.496000,0 days 00:00:44.315000,0 days 00:00:24.560000,SOFT,9.0,2.0,2022,1
STR,28.0,0 days 00:01:40.181000,0 days 00:00:32.029000,0 days 00:00:43.474000,0 days 00:00:24.678000,SOFT,10.0,2.0,2022,1
STR,29.0,0 days 00:01:40.054000,0 days 00:00:32.102000,0 days 00:00:43.343000,0 days 00:00:24.609000,SOFT,11.0,2.0,2022,1
STR,30.0,0 days 00:01:40.850000,0 days 00:00:32.192000,0 days 00:00:43.771000,0 days 00:00:24.887000,SOFT,12.0,2.0,2022,1
STR,31.0,0 days 00:01:40.855000,0 days 00:00:31.645000,0 days 00:00:44.499000,0 days 00:00:24.711000,SOFT,13.0,2.0,2022,1
STR,32.0,0 days 00:01:40.037000,0 days 00:00:31.984000,0 days 00:00:43.319000,0 days 00:00:24.734000,SOFT,14.0,2.0,2022,1
STR,33.0,0 days 00:01:40.347000,0 days 00:00:32.008000,0 days 00:00:43.658000,0 days 00:00:24.681000,SOFT,15.0,2.0,2022,1
STR,34.0,0 days 00:01:40.363000,0 days 00:00:32.093000,0 days 00:00:43.545000,0 days 00:00:24.725000,SOFT,16.0,2.0,2022,1
STR,35.0,0 days 00:01:40.452000,0 days 00:00:32.140000,0 days 00:00:43.547000,0 days 00:00:24.765000,SOFT,17.0,2.0,2022,1
STR,36.0,0 days 00:01:40.484000,0 days 00:00:32.043000,0 days 00:00:43.599000,0 days 00:00:24.842000,SOFT,18.0,2.0,2022,1
STR,37.0,0 days 00:01:40.487000,0 days 00:00:32,0 days 00:00:43.701000,0 days 00:00:24.786000,SOFT,19.0,2.0,2022,1
STR,38.0,0 days 00:01:43.895000,0 days 00:00:32.164000,0 days 00:00:44.277000,0 days 00:00:27.454000,SOFT,20.0,2.0,2022,1
STR,39.0,0 days 00:02:01.514000,0 days 00:00:55.198000,0 days 00:00:42.219000,0 days 00:00:24.097000,MEDIUM,1.0,3.0,2022,1
STR,40.0,0 days 00:01:37.861000,0 days 00:00:31.321000,0 days 00:00:42.388000,0 days 00:00:24.152000,MEDIUM,2.0,3.0,2022,1
STR,41.0,0 days 00:01:38.363000,0 days 00:00:31.479000,0 days 00:00:42.567000,0 days 00:00:24.317000,MEDIUM,3.0,3.0,2022,1
STR,42.0,0 days 00:01:38.127000,0 days 00:00:31.439000,0 days 00:00:42.653000,0 days 00:00:24.035000,MEDIUM,4.0,3.0,2022,1
STR,43.0,0 days 00:01:39.462000,0 days 00:00:32.146000,0 days 00:00:43.021000,0 days 00:00:24.295000,MEDIUM,5.0,3.0,2022,1
STR,44.0,0 days 00:01:38.281000,0 days 00:00:31.459000,0 days 00:00:42.665000,0 days 00:00:24.157000,MEDIUM,6.0,3.0,2022,1
STR,45.0,0 days 00:02:13.896000,0 days 00:00:42.075000,0 days 00:00:55.126000,0 days 00:00:36.695000,MEDIUM,7.0,3.0,2022,1
STR,46.0,0 days 00:02:29.264000,0 days 00:00:58.597000,0 days 00:00:57.219000,0 days 00:00:33.448000,SOFT,1.0,4.0,2022,1
STR,47.0,0 days 00:02:13.815000,0 days 00:00:35.724000,0 days 00:01:01.581000,0 days 00:00:36.510000,SOFT,2.0,4.0,2022,1
STR,48.0,0 days 00:01:53.799000,0 days 00:00:43.062000,0 days 00:00:46.708000,0 days 00:00:24.029000,SOFT,3.0,4.0,2022,1
STR,49.0,0 days 00:01:37.146000,0 days 00:00:31.285000,0 days 00:00:41.966000,0 days 00:00:23.895000,SOFT,4.0,4.0,2022,1
STR,50.0,0 days 00:01:37.326000,0 days 00:00:31.343000,0 days 00:00:41.993000,0 days 00:00:23.990000,SOFT,5.0,4.0,2022,1
STR,51.0,0 days 00:01:37.274000,0 days 00:00:31.146000,0 days 00:00:42.102000,0 days 00:00:24.026000,SOFT,6.0,4.0,2022,1
STR,52.0,0 days 00:01:37.622000,0 days 00:00:31.356000,0 days 00:00:42.258000,0 days 00:00:24.008000,SOFT,7.0,4.0,2022,1
STR,53.0,0 days 00:01:38.678000,0 days 00:00:31.293000,0 days 00:00:43.332000,0 days 00:00:24.053000,SOFT,8.0,4.0,2022,1
STR,54.0,0 days 00:01:37.877000,0 days 00:00:31.322000,0 days 00:00:42.375000,0 days 00:00:24.180000,SOFT,9.0,4.0,2022,1
STR,55.0,0 days 00:01:38.328000,0 days 00:00:31.478000,0 days 00:00:42.668000,0 days 00:00:24.182000,SOFT,10.0,4.0,2022,1
STR,56.0,0 days 00:01:38.829000,0 days 00:00:31.736000,0 days 00:00:42.725000,0 days 00:00:24.368000,SOFT,11.0,4.0,2022,1
STR,57.0,0 days 00:01:40.395000,0 days 00:00:32.658000,0 days 00:00:43.027000,0 days 00:00:24.710000,SOFT,12.0,4.0,2022,1
MAG,1.0,0 days 00:01:42.333000,,0 days 00:00:43.366000,0 days 00:00:24.340000,SOFT,1.0,1.0,2022,1
MAG,2.0,0 days 00:01:38.993000,0 days 00:00:31.544000,0 days 00:00:42.940000,0 days 00:00:24.509000,SOFT,2.0,1.0,2022,1
MAG,3.0,0 days 00:01:41.224000,0 days 00:00:32.545000,0 days 00:00:44.082000,0 days 00:00:24.597000,SOFT,3.0,1.0,2022,1
