season,meeting_key,session_key,date,air_temperature,humidity,rainfall,track_temperature,wind_speed
2025,1255,9998,2025-03-23T07:29:21.129000+00:00,27.2,18.0,0,33.9,2.3
2025,1255,9998,2025-03-23T07:30:21.147000+00:00,27.1,18.0,0,33.9,2.0
2025,1255,9998,2025-03-23T07:31:21.158000+00:00,27.2,18.0,0,34.6,2.0
2025,1255,9998,2025-03-23T07:32:21.160000+00:00,27.2,18.0,0,34.7,1.6
2025,1255,9998,2025-03-23T07:33:21.182000+00:00,27.3,18.0,0,34.8,2.5
2025,1255,9998,2025-03-23T07:34:21.185000+00:00,27.3,19.0,0,34.8,1.2
2025,1255,9998,2025-03-23T07:35:21.185000+00:00,27.3,19.0,0,34.8,2.1
2025,1255,9998,2025-03-23T07:36:21.201000+00:00,27.4,18.0,0,35.0,2.3
2025,1255,9998,2025-03-23T07:37:21.190000+00:00,27.4,19.0,0,35.2,3.0
2025,1255,9998,2025-03-23T07:38:21.204000+00:00,27.4,18.0,0,35.3,4.3
2025,1255,9998,2025-03-23T07:39:21.205000+00:00,27.4,18.0,0,35.6,3.3
2025,1255,9998,2025-03-23T07:40:21.206000+00:00,27.4,18.0,0,35.6,2.8
2025,1255,9998,2025-03-23T07:41:21.213000+00:00,27.4,19.0,0,35.6,2.3
2025,1255,9998,2025-03-23T07:42:21.194000+00:00,27.4,19.0,0,35.6,2.5
2025,1255,9998,2025-03-23T07:43:21.194000+00:00,27.4,19.0,0,35.6,1.8
2025,1255,9998,2025-03-23T07:44:21.215000+00:00,27.4,19.0,0,35.4,2.0
2025,1255,9998,2025-03-23T07:45:21.235000+00:00,27.4,19.0,0,35.3,2.8
2025,1255,9998,2025-03-23T07:46:21.236000+00:00,27.5,19.0,0,35.0,3.1
2025,1255,9998,2025-03-23T07:47:21.240000+00:00,27.5,19.0,0,34.7,3.6
2025,1255,9998,2025-03-23T07:48:21.225000+00:00,27.3,19.0,0,34.4,3.2
2025,1255,9998,2025-03-23T07:49:21.279000+00:00,27.1,19.0,0,34.3,3.2
2025,1255,9998,2025-03-23T07:50:21.248000+00:00,27.1,19.0,0,34.1,3.2
2025,1255,9998,2025-03-23T07:51:21.292000+00:00,27.0,19.0,0,33.9,2.9
2025,1255,9998,2025-03-23T07:52:21.276000+00:00,26.9,20.0,0,33.8,2.2
2025,1255,9998,2025-03-23T07:53:21.286000+00:00,26.9,20.0,0,33.7,2.5
2025,1255,9998,2025-03-23T07:54:21.294000+00:00,26.9,20.0,0,33.7,2.0
2025,1255,9998,2025-03-23T07:55:21.290000+00:00,27.0,20.0,0,33.5,3.2
2025,1255,9998,2025-03-23T07:56:21.291000+00:00,26.9,20.0,0,33.3,3.5
2025,1255,9998,2025-03-23T07:57:21.295000+00:00,26.8,20.0,0,33.2,2.8
2025,1255,9998,2025-03-23T07:58:21.290000+00:00,26.8,20.0,0,33.2,2.4
2025,1255,9998,2025-03-23T07:59:21.356000+00:00,26.8,20.0,0,33.1,2.5
